ITEM   	 LEN_S 	
schoolbags	   -  	
schoolboy	   2	
schoolboys	   2	
schooldays	   -  	
schooler	   -  	
schoolgirl	   2	
schoolkids	   -  	
schoolmarm	   -  	
schoolmate	   2	
schoolmen	   -  	
schoolroom	   -  	
schooltime	   -  	
schoolwork	   2	
schoolyard	   -  	
schooners	   -  	
schtick	   -  	
schussing	   -  	
schwa	   -  	
sciatica	   4	
sciences	   3	
scientists	   3	
scintilla	   -  	
scion	   2	
scissors	   2	
sclera	   -  	
sclerae	   -  	
sclerosis	   3	
scoffers	   -  	
scofflaws	   -  	
scoliosis	   -  	
sconce	   -  	
sconces	   -  	
scones	   1	
scoopers	   -  	
scooters	   2	
scope	   1	
scopes	   -  	
scorcher	   -  	
scorchers	   -  	
scoreboard	   2	
scorecard	   -  	
scorecards	   -  	
scorepad	   -  	
scorer	   2	
scorers	   2	
scorn	   1	
scorns	   1	
scorpion	   2	
scotches	   -  	
scotchmen	   -  	
scotoma	   -  	
scotsman	   -  	
scotties	   -  	
scoundrels	   2	
scourge	   1	
scourges	   -  	
scows	   -  	
scrag	   -  	
scragging	   -  	
scrambler	   2	
scramblers	   2	
scrapbook	   2	
scrapbooks	   2	
scraper	   2	
scrapers	   -  	
scrapheap	   -  	
scrapings	   -  	
scrapper	   -  	
scraps	   1	
scrapyard	   -  	
scratcher	   -  	
scratchers	   -  	
scrawls	   -  	
scree	   1	
screechy	   -  	
screener	   -  	
screeners	   -  	
screenings	   -  	
screenland	   -  	
screwballs	   -  	
screwer	   -  	
scribblers	   -  	
scribe	   1	
scribes	   1	
scrimmages	   -  	
scrimper	   -  	
scrip	   -  	
scrips	   -  	
scriptures	   2	
scrivener	   -  	
scrods	   -  	
scrollwork	   -  	
scrotum	   2	
scrotums	   -  	
scrounger	   2	
scrubber	   -  	
scrubbers	   -  	
scrubwoman	   -  	
scruff	   1	
scrum	   1	
scrumpy	   -  	
scrums	   1	
scrunchie	   -  	
scrunchies	   -  	
scrutiny	   3	
scuffler	   -  	
scullery	   3	
scullion	   -  	
scullions	   -  	
sculptor	   2	
sculptors	   2	
sculptress	   -  	
sculptures	   2	
scums	   -  	
scungili	   -  	
scungilli	   -  	
scup	   -  	
scurf	   -  	
scurvy	   2	
scutters	   -  	
scuz	   -  	
scythe	   1	
scythes	   -  	
seabag	   -  	
seabed	   2	
seabirds	   -  	
seaboard	   2	
seacoast	   -  	
seadog	   -  	
seafarer	   -  	
seafarers	   -  	
seafloor	   -  	
seafoam	   -  	
seafood	   2	
seafoods	   -  	
seafront	   2	
sealant	   -  	
sealants	   -  	
sealer	   -  	
sealers	   -  	
sealskin	   -  	
seam	   1	
seaman	   2	
seamanship	   -  	
seamen	   2	
seance	   2	
seances	   3	
seaplane	   -  	
seaplanes	   -  	
seaport	   2	
seaports	   -  	
seaquake	   -  	
searcher	   -  	
searchers	   2	
seas	   1	
seascape	   -  	
seascapes	   -  	
seashore	   2	
seashores	   -  	
seasonings	   -  	
seasons	   2	
seatings	   -  	
seawall	   -  	
seawater	   3	
seaway	   -  	
seaways	   -  	
seaweed	   2	
seborrhea	   -  	
seborrhoea	   -  	
secession	   3	
seclusion	   3	
seconde	   -  	
secondment	   -  	
secondo	   -  	
secre	   -  	
secrecies	   -  	
secrecy	   3	
secretion	   3	
secretions	   3	
secreto	   -  	
secretor	   -  	
secrets	   2	
secs	   1	
sect	   1	
sections	   2	
sector	   2	
sectors	   2	
secularist	   -  	
securities	   4	
sedans	   -  	
sedation	   3	
sedatives	   3	
seder	   -  	
seders	   -  	
sedges	   2	
sediment	   3	
sediments	   -  	
sedition	   3	
seducer	   3	
seduction	   3	
seductions	   3	
seech	   -  	
seediness	   -  	
seedling	   2	
seedlings	   2	
seeker	   2	
seekers	   2	
seepage	   2	
seer	   2	
seers	   2	
seersucker	   -  	
seesaw	   2	
segment	   2	
segments	   2	
seigneurs	   -  	
seis	   -  	
seismology	   -  	
seizure	   2	
seizures	   2	
selectee	   -  	
selectees	   -  	
selection	   3	
selections	   3	
selectman	   -  	
selectmen	   -  	
selector	   3	
selectors	   3	
selene	   -  	
selenite	   -  	
selenium	   3	
selfness	   -  	
selfs	   -  	
seller	   2	
sellouts	   -  	
selva	   -  	
selves	   1	
semantics	   3	
semaphore	   3	
semblance	   2	
semblances	   -  	
semblence	   -  	
semen	   2	
semesters	   -  	
semibreve	   -  	
semicircle	   4	
semicolons	   -  	
seminar	   3	
seminaries	   4	
seminars	   3	
seminary	   4	
semiotics	   4	
semipro	   -  	
semipros	   -  	
semiquaver	   -  	
semirigid	   -  	
semis	   -  	
semolina	   4	
sempre	   -  	
senate	   2	
senators	   3	
sender	   2	
senders	   -  	
sendoffs	   -  	
senhora	   -  	
senhoritas	   -  	
senility	   4	
seniority	   5	
seniors	   2	
senna	   -  	
senor	   2	
senoras	   -  	
senoritas	   -  	
senors	   -  	
sensation	   3	
sensations	   3	
senso	   -  	
sensor	   2	
sensors	   2	
sensuality	   5	
sensus	   -  	
sentience	   -  	
sentients	   -  	
sentiment	   3	
sentiments	   3	
sentinel	   3	
sentries	   2	
sentry	   2	
senza	   -  	
sepals	   2	
separation	   4	
separator	   4	
separators	   -  	
sepia	   2	
sepoy	   2	
sepoys	   2	
seppuku	   -  	
sepsis	   -  	
septate	   -  	
septet	   -  	
septicemia	   -  	
septics	   -  	
septuagint	   -  	
septum	   -  	
septuplet	   -  	
septuplets	   -  	
sepulcher	   -  	
sequel	   2	
sequela	   -  	
sequelae	   -  	
sequels	   -  	
sequencer	   -  	
sequencers	   -  	
sequences	   3	
sequester	   -  	
sequin	   -  	
sequins	   2	
sequitur	   -  	
sequiturs	   -  	
sequoias	   -  	
seraglio	   4	
serais	   -  	
serape	   -  	
serapes	   -  	
seraphim	   -  	
seraphs	   -  	
serbians	   -  	
serenata	   -  	
serenatas	   -  	
sereno	   -  	
seres	   -  	
serf	   1	
serfdom	   -  	
serfs	   1	
sergeants	   2	
serials	   2	
serif	   -  	
serifs	   -  	
sermon	   2	
sermonette	   -  	
sermons	   2	
serologies	   -  	
seron	   -  	
serosa	   -  	
serosal	   -  	
serotonin	   -  	
serpents	   2	
serration	   -  	
serrations	   -  	
serum	   2	
serums	   -  	
serv	   -  	
servant	   2	
servants	   2	
server	   2	
servers	   -  	
servery	   -  	
serviceman	   -  	
servicemen	   3	
services	   3	
servings	   2	
servitor	   -  	
servitude	   3	
servo	   -  	
servos	   -  	
sessile	   -  	
session	   2	
sessions	   2	
setback	   2	
setbacks	   2	
setons	   -  	
settee	   2	
setter	   2	
setters	   -  	
settings	   2	
settlement	   3	
settler	   2	
settlers	   2	
setups	   -  	
severals	   -  	
severity	   4	
sewage	   2	
sewer	   2	
sewerage	   2	
sewers	   2	
sexes	   2	
sexiness	   3	
sexism	   3	
sexists	   -  	
sexology	   -  	
sextant	   -  	
sextants	   -  	
sextile	   -  	
sextuplet	   -  	
sextuplets	   -  	
sexuality	   5	
shab	   -  	
shacks	   1	
shadings	   2	
shadowland	   -  	
shafts	   1	
shakedowns	   -  	
shakers	   2	
shakeup	   -  	
shakings	   -  	
shale	   1	
shallot	   -  	
shallots	   2	
shallows	   2	
shaman	   -  	
shamanism	   -  	
shamans	   -  	
shambles	   2	
shammas	   -  	
shamrock	   -  	
shamrocks	   -  	
shams	   -  	
shandy	   2	
shank	   1	
shanna	   -  	
shant	   -  	
shanties	   2	
shanty	   2	
shantytown	   -  	
shap	   -  	
shard	   -  	
shards	   1	
sharer	   -  	
sharia	   -  	
sharks	   1	
sharkskin	   -  	
sharpener	   -  	
sharpeners	   -  	
sharpers	   -  	
sharpies	   -  	
sharpness	   2	
shashlik	   -  	
shawl	   1	
shawls	   1	
sheaf	   1	
shears	   1	
sheath	   1	
sheathing	   -  	
sheaths	   1	
sheaves	   1	
shedder	   -  	
shedders	   -  	
shee	   -  	
sheenies	   -  	
sheens	   -  	
sheep	   1	
sheepdogs	   -  	
sheepshank	   -  	
sheepskin	   2	
sheet	   1	
sheeting	   2	
shegetz	   -  	
sheik	   -  	
sheikdom	   -  	
sheikh	   1	
sheikhs	   -  	
sheiks	   -  	
shekel	   -  	
shekels	   -  	
shelf	   1	
shellac	   -  	
shellfire	   -  	
shellfish	   2	
shells	   1	
shenanigan	   -  	
sherbets	   -  	
sheriffs	   2	
sherries	   2	
shetlands	   -  	
shiai	   -  	
shiatsu	   -  	
shifter	   -  	
shikara	   -  	
shikker	   -  	
shillelagh	   -  	
shilling	   2	
shillings	   2	
shimmies	   -  	
shinbones	   -  	
shindig	   -  	
shindigs	   -  	
shiners	   -  	
shingle	   2	
shingles	   2	
shingling	   -  	
shins	   1	
shipboard	   2	
shipload	   -  	
shiploads	   -  	
shipmate	   -  	
shipmates	   -  	
shipment	   2	
shipments	   2	
shippers	   -  	
shipwreck	   2	
shipwrecks	   -  	
shipyards	   2	
shire	   2	
shires	   2	
shirker	   -  	
shirkers	   -  	
shirt	   1	
shirtfront	   -  	
shirtmaker	   -  	
shirts	   1	
shita	   -  	
shitheads	   -  	
shitload	   -  	
shivaree	   -  	
shive	   -  	
shivs	   -  	
shmo	   -  	
shoal	   1	
shoals	   1	
shoat	   -  	
shoats	   -  	
shoehorns	   -  	
shoemakers	   3	
shoeman	   -  	
shoeshines	   -  	
shoestring	   2	
shoetree	   -  	
shoetrees	   -  	
shofar	   -  	
shogunate	   -  	
shoguns	   -  	
shole	   -  	
shools	   -  	
shoon	   -  	
shoos	   -  	
shooters	   -  	
shootings	   -  	
shootist	   -  	
shopkeeper	   3	
shoplifter	   -  	
shopper	   2	
shoppers	   2	
shorelines	   -  	
shoreside	   -  	
shortage	   2	
shortages	   3	
shortcuts	   -  	
shortfall	   2	
shortfalls	   -  	
shorthand	   2	
shorthorns	   -  	
shortlist	   -  	
shortness	   2	
shorts	   1	
shotgun	   2	
shotguns	   2	
shots	   1	
shotty	   -  	
shouter	   -  	
shouters	   -  	
shovelers	   -  	
shovelful	   -  	
shovelfuls	   -  	
shoveller	   -  	
shovels	   2	
showbiz	   2	
showboater	   -  	
showboats	   -  	
showcases	   3	
showcasing	   -  	
showdown	   2	
showdowns	   -  	
showerhead	   -  	
showground	   -  	
showings	   2	
showman	   2	
showmen	   -  	
showoffs	   -  	
showpiece	   -  	
showplace	   -  	
showroom	   2	
showrooms	   2	
shpt	   -  	
shrapnel	   2	
shredders	   -  	
shrew	   1	
shrewdness	   2	
shrews	   1	
shrieker	   -  	
shrift	   1	
shrilling	   2	
shrimp	   1	
shrimper	   -  	
shrimpers	   -  	
shrimps	   1	
shrine	   1	
shrines	   1	
shrinkage	   2	
shrinker	   -  	
shriving	   -  	
shrub	   1	
shrubbery	   3	
shrubs	   1	
shtetl	   -  	
shucker	   -  	
shuffler	   -  	
shuffling	   2	
shutdown	   2	
shutoff	   -  	
shutoffs	   -  	
shutouts	   -  	
shuttering	   -  	
shutters	   2	
shuttle	   2	
shuttles	   2	
shyness	   2	
shyster	   -  	
shysters	   -  	
sibilance	   -  	
sibilants	   -  	
sibling	   2	
siblings	   2	
sibs	   -  	
sich	   -  	
sicilians	   -  	
sickbeds	   -  	
sickens	   -  	
sickie	   -  	
sickle	   2	
sickles	   2	
sickness	   2	
sicknesses	   -  	
sickos	   -  	
sickout	   -  	
sickroom	   -  	
sics	   -  	
sideband	   -  	
sidebar	   -  	
sideboard	   2	
sideboards	   -  	
sideburn	   -  	
sidecar	   -  	
sidecars	   -  	
sidelights	   -  	
sidelines	   2	
sideman	   -  	
siderite	   -  	
sideshow	   2	
sideshows	   -  	
sideswipe	   -  	
sidewalk	   2	
sidewalks	   2	
sidewall	   -  	
sidewalls	   -  	
sideway	   -  	
sidings	   2	
siege	   1	
sieges	   2	
sienna	   -  	
siesta	   3	
sifter	   -  	
sifters	   -  	
siftings	   -  	
sightings	   2	
sightsee	   -  	
sigil	   -  	
sigils	   -  	
sigma	   -  	
signalers	   -  	
signaller	   -  	
signalman	   -  	
signatory	   4	
signature	   3	
signatures	   3	
signboard	   -  	
signboards	   -  	
signer	   -  	
signers	   -  	
signifier	   -  	
signings	   -  	
signiors	   -  	
signora	   3	
signori	   -  	
signposts	   2	
sikhism	   -  	
sikhs	   -  	
silencers	   -  	
silicium	   -  	
silicone	   3	
silks	   1	
silkscreen	   -  	
silkworm	   -  	
sillies	   -  	
silliness	   3	
silos	   2	
silverback	   -  	
silverfish	   3	
simians	   -  	
similarity	   5	
simile	   3	
similes	   3	
simoleon	   -  	
simoleons	   -  	
simonizing	   -  	
simoon	   -  	
simpatico	   -  	
simperer	   -  	
simples	   -  	
simpleton	   3	
simpletons	   -  	
simplicity	   4	
simps	   -  	
simulacra	   -  	
simulacrum	   4	
simulation	   4	
simulator	   4	
simulators	   -  	
sincerity	   4	
sinder	   -  	
sines	   -  	
sinew	   2	
singers	   2	
singhalese	   -  	
singleness	   -  	
singsongy	   -  	
singulars	   -  	
sinker	   2	
sinkers	   -  	
sinkhole	   -  	
sinkholes	   -  	
sinners	   2	
sinus	   2	
sinuses	   3	
sinusitis	   4	
sipper	   -  	
siren	   3	
sirens	   3	
sires	   -  	
sirloin	   -  	
sirocco	   -  	
sirrah	   -  	
sirree	   -  	
sirup	   -  	
sisal	   2	
sissies	   -  	
sissonne	   -  	
sisterhood	   3	
sistren	   -  	
sitar	   2	
sitch	   -  	
sitcom	   -  	
sitcoms	   -  	
siting	   2	
sitter	   2	
sitters	   2	
sittings	   2	
situation	   4	
situations	   4	
situps	   -  	
sixer	   -  	
sixpence	   2	
sizer	   -  	
ska	   -  	
skags	   -  	
skater	   -  	
skaters	   2	
skeane	   -  	
skedge	   -  	
skeeball	   -  	
skeeters	   -  	
skein	   1	
skeins	   1	
skeletons	   3	
skeptic	   -  	
skepticism	   -  	
skeptics	   -  	
sketchbook	   2	
sketcher	   -  	
sketchpad	   -  	
skete	   -  	
skewer	   2	
skewers	   -  	
skier	   2	
skiers	   2	
skies	   1	
skiffle	   -  	
skill	   1	
skillets	   -  	
skillings	   -  	
skillion	   -  	
skills	   1	
skimmer	   2	
skimmers	   -  	
skincare	   -  	
skinflints	   -  	
skinful	   -  	
skinhead	   -  	
skinheads	   2	
skinners	   -  	
skippers	   -  	
skirl	   -  	
skirmishes	   3	
skirr	   -  	
skits	   -  	
skittle	   -  	
skittles	   2	
skivvies	   -  	
skiwies	   -  	
skullcaps	   -  	
skulls	   1	
skunks	   -  	
skycaps	   -  	
skydiver	   -  	
skydivers	   -  	
skylarks	   2	
skylights	   2	
skyman	   -  	
skyrockets	   -  	
skyways	   -  	
skywriter	   -  	
sla	   -  	
slab	   1	
slabs	   1	
slackness	   2	
slacks	   1	
slalom	   2	
slaloms	   -  	
slammers	   -  	
slanderers	   -  	
slang	   1	
slangs	   -  	
slantways	   -  	
slapper	   -  	
slappers	   -  	
slapshot	   -  	
slashers	   -  	
slats	   1	
slattern	   -  	
slavery	   3	
slavey	   -  	
slavs	   -  	
slayings	   -  	
sleave	   -  	
sleazebags	   -  	
sleazeball	   -  	
sleeper	   2	
sleepers	   2	
sleepiness	   3	
sleepovers	   -  	
sleepwear	   -  	
sleety	   -  	
sleeve	   1	
sleeves	   1	
sleighs	   -  	
sleight	   -  	
sleuths	   -  	
slews	   -  	
slicer	   -  	
slickens	   -  	
slickers	   -  	
slickery	   -  	
slicks	   -  	
slideshow	   -  	
slightness	   -  	
slingback	   -  	
slingbacks	   -  	
slingers	   -  	
slingshots	   2	
slipcover	   -  	
slipcovers	   -  	
slipknots	   -  	
slippage	   -  	
slipper	   2	
slippers	   2	
slipup	   -  	
slipups	   -  	
slipway	   2	
slitch	   -  	
sliver	   2	
slivers	   2	
slobberer	   -  	
slobs	   1	
slogan	   2	
sloganeer	   -  	
slogans	   2	
sloop	   1	
sloppiness	   3	
sloth	   1	
sloths	   -  	
sloucher	   -  	
slouchy	   -  	
slowdown	   -  	
slowdowns	   -  	
slowness	   2	
slowpokes	   -  	
sluggards	   -  	
sluggers	   -  	
sluice	   1	
sluices	   -  	
slumberer	   -  	
slumlords	   -  	
slummers	   -  	
slurry	   2	
slusher	   -  	
slut	   1	
sluts	   -  	
slyboots	   -  	
sma	   -  	
smackeroos	   -  	
smackers	   -  	
smallness	   2	
smallpox	   2	
smalltime	   -  	
smarties	   -  	
smartness	   2	
smashup	   -  	
smattering	   3	
smearcase	   -  	
smearer	   -  	
smeariness	   -  	
smegma	   -  	
smeller	   -  	
smelter	   -  	
smelters	   -  	
smelts	   -  	
smidge	   -  	
smidgen	   -  	
smidgin	   -  	
smileys	   -  	
smit	   -  	
smitch	   -  	
smiter	   -  	
smithies	   -  	
smock	   1	
smokehouse	   -  	
smoker	   2	
smokers	   2	
smokings	   -  	
smooches	   -  	
smoothbore	   -  	
smoothness	   2	
smoothy	   -  	
smore	   -  	
smuggler	   2	
smugglers	   2	
smugness	   2	
snafus	   -  	
snails	   1	
snakebite	   -  	
snakebites	   -  	
snaker	   -  	
snakey	   -  	
snapdragon	   -  	
snappers	   -  	
snapshot	   2	
snapshots	   2	
snares	   1	
snatcher	   2	
snatchers	   -  	
sneakiness	   -  	
snee	   -  	
sneezer	   -  	
snicker	   -  	
snicket	   -  	
sniffer	   -  	
sniffers	   -  	
snifter	   2	
snigger	   2	
sniper	   2	
snipers	   2	
snippers	   -  	
snippet	   -  	
snippets	   2	
snit	   -  	
snitcher	   -  	
snits	   -  	
snobberies	   -  	
snobbery	   3	
snock	   -  	
snod	   -  	
snogs	   -  	
snood	   1	
snooker	   2	
snookums	   -  	
snooper	   -  	
snoopers	   -  	
snoozer	   -  	
snoozers	   -  	
snorer	   -  	
snorers	   -  	
snorkeler	   -  	
snotter	   -  	
snottiness	   -  	
snowballs	   -  	
snowbelt	   -  	
snowberry	   -  	
snowbird	   -  	
snowboards	   -  	
snowcap	   -  	
snowdrift	   -  	
snowfall	   2	
snowfalls	   -  	
snowflakes	   2	
snowmen	   -  	
snowplows	   -  	
snowstorm	   2	
snowstorms	   -  	
snowsuit	   -  	
snuffbox	   -  	
snugs	   -  	
soapbox	   -  	
soapstone	   -  	
soberness	   -  	
sobersides	   -  	
sobriety	   4	
sobriquet	   -  	
soccer	   2	
socialism	   4	
socialists	   3	
socialites	   -  	
socials	   -  	
societies	   4	
society	   4	
sociology	   5	
sociopath	   -  	
sociopaths	   -  	
sociopathy	   -  	
socker	   -  	
socket	   2	
sockets	   2	
soco	   -  	
soda	   2	
sodas	   2	
sodium	   2	
sodomite	   -  	
sodomites	   -  	
sods	   1	
sody	   -  	
sofa	   2	
sofas	   2	
softball	   2	
softballs	   -  	
softener	   2	
softie	   -  	
softies	   -  	
softness	   2	
softnesses	   -  	
software	   2	
softwares	   -  	
softwood	   -  	
soiree	   -  	
soirees	   -  	
sojourn	   2	
sojourner	   -  	
soko	   -  	
solarium	   -  	
soldados	   -  	
soldat	   -  	
solders	   -  	
soldiers	   2	
soldiery	   -  	
solemnity	   4	
solenite	   -  	
solenoid	   -  	
solenoids	   -  	
soles	   1	
solferino	   -  	
solicitor	   4	
solicitors	   4	
solicitude	   4	
solidarity	   5	
solidity	   4	
solids	   2	
soliloquy	   4	
solipsism	   4	
solitudes	   -  	
soloist	   3	
soloists	   3	
solos	   2	
solute	   -  	
solution	   3	
solutions	   3	
solvency	   3	
solvents	   2	
solver	   -  	
solvers	   -  	
sombreros	   -  	
somebodies	   -  	
somedays	   -  	
someway	   -  	
someways	   -  	
somewhen	   -  	
sonagram	   -  	
sonar	   2	
sonarman	   -  	
sonars	   -  	
sonatas	   3	
sonde	   -  	
songbirds	   -  	
songbook	   2	
songs	   1	
songster	   -  	
songsters	   -  	
songy	   -  	
sonnets	   2	
sons	   1	
sooey	   -  	
soot	   1	
sooth	   -  	
sooths	   -  	
soothsayer	   -  	
sophistry	   -  	
sophomores	   -  	
sopranos	   -  	
sora	   -  	
sorbet	   -  	
sorbets	   -  	
sorcerers	   3	
sorceries	   -  	
sorcery	   3	
sorda	   -  	
sordidness	   -  	
sorehead	   -  	
soreness	   2	
sores	   1	
sorghum	   2	
sororities	   -  	
sorriness	   -  	
sorrow	   2	
sorrows	   2	
sortie	   2	
sorties	   2	
sos	   -  	
soso	   -  	
soss	   -  	
sot	   -  	
sots	   -  	
soubrette	   -  	
souffle	   2	
souffles	   -  	
souk	   -  	
soulmates	   -  	
souls	   1	
sounders	   -  	
soundings	   2	
soundness	   2	
soup	   1	
soupcon	   -  	
soups	   -  	
sourball	   -  	
sourballs	   -  	
sources	   2	
sourdine	   -  	
sourpusses	   -  	
sousaphone	   -  	
souter	   -  	
southdown	   -  	
southeast	   2	
southerner	   3	
southpaws	   -  	
southrons	   -  	
southwest	   2	
souvenir	   3	
souvenirs	   3	
souvlaki	   -  	
sov	   -  	
sovereigns	   2	
soviets	   3	
sowbelly	   -  	
sower	   -  	
sox	   -  	
soya	   2	
soybeans	   2	
spa	   1	
spacecraft	   2	
spacemen	   -  	
spacer	   -  	
spacers	   -  	
spaces	   2	
spaceship	   2	
spaceships	   2	
spacesuit	   2	
spacesuits	   -  	
spacetime	   -  	
spacier	   -  	
spaciness	   -  	
spacings	   -  	
spacy	   -  	
spades	   1	
spadework	   -  	
spading	   -  	
spaetzle	   -  	
spaghetti	   3	
spam	   -  	
spams	   -  	
spaniard	   -  	
spaniards	   -  	
spaniel	   2	
spaniels	   2	
spankers	   -  	
spankings	   2	
spanner	   2	
spanners	   2	
spareness	   -  	
sparker	   -  	
sparkler	   -  	
sparklers	   2	
sparkplug	   -  	
spars	   -  	
spas	   -  	
spasms	   2	
spate	   1	
spats	   1	
spatters	   -  	
spatulas	   -  	
spavins	   -  	
speakers	   2	
speakies	   -  	
spearman	   -  	
speciality	   5	
specials	   2	
specialty	   3	
specie	   -  	
species	   2	
speciesism	   -  	
specifics	   3	
specimen	   3	
specimens	   3	
specks	   1	
spect	   -  	
spectacle	   3	
spectacles	   3	
spectator	   3	
spectators	   3	
specters	   -  	
spectre	   2	
spectres	   2	
spectrum	   2	
speculator	   4	
speculum	   -  	
speech	   1	
speeches	   2	
speedball	   -  	
speeder	   -  	
speeders	   -  	
speller	   -  	
spellers	   2	
spellings	   2	
spenders	   2	
sperm	   1	
spermaceti	   -  	
sperms	   -  	
sphere	   1	
spheres	   1	
spheroids	   -  	
sphincters	   -  	
sphinx	   1	
sphinxes	   -  	
spiccato	   -  	
spicks	   -  	
spics	   -  	
spicula	   -  	
spiders	   2	
spiderweb	   -  	
spiderwebs	   -  	
spiel	   1	
spieler	   -  	
spigots	   -  	
spiketail	   -  	
spillages	   -  	
spillover	   -  	
spillway	   -  	
spinach	   2	
spinals	   -  	
spindling	   -  	
spine	   1	
spines	   1	
spinet	   -  	
spinners	   2	
spinneys	   -  	
spinout	   -  	
spinster	   2	
spinsters	   2	
spiracles	   -  	
spiraea	   -  	
spirals	   3	
spire	   2	
