ITEM   	 BF_TK 	 BF_TP 	 SLBF  	 MLBF  	 LEN_L 	   N   	   PN   	  AOA  	  AOA2  	  IMG  	  IMG2  	
rug	 163.00	   8.00	   4.19	   2.09	   3	  16	  24	 233	-1	 591	-1	
rump	 175.85	  16.33	   6.69	   2.23	   4	   8	  11	-1	-1	-1	-1	
runaways	  97.18	  25.29	  12.93	   1.85	   8	   0	   1	-1	-1	-1	-1	
rungs	 220.86	  27.00	   9.36	   2.34	   5	   2	   9	-1	-1	-1	-1	
ruse	1316.46	  20.67	   8.78	   2.93	   4	   9	  29	-1	-1	-1	-1	
ruts	 329.84	  25.33	   7.35	   2.45	   4	  11	  16	-1	-1	-1	-1	
saboteur	  96.10	  25.43	  11.60	   1.66	   8	   0	   1	-1	-1	-1	-1	
saboteurs	 179.10	  38.13	  13.96	   1.74	   9	   0	   1	-1	-1	-1	-1	
sac	 775.30	   5.00	   3.85	   1.93	   3	  10	  29	-1	-1	-1	-1	
saccharin	  89.48	  23.88	  14.84	   1.86	   9	   0	   1	-1	-1	-1	-1	
sacrament	 602.73	  56.88	  20.04	   2.51	   9	   0	   1	-1	-1	-1	-1	
sacraments	 260.44	  48.89	  19.15	   2.13	  10	   0	   2	-1	-1	-1	-1	
sacredness	 162.36	  46.78	  18.28	   2.03	  10	   0	   0	-1	-1	-1	-1	
sacrilege	 188.92	  40.75	  17.31	   2.16	   9	   0	   0	-1	-1	-1	-1	
sacristy	 277.02	  43.14	  16.29	   2.33	   8	   0	   0	-1	-1	-1	-1	
sacs	2484.77	  17.00	   7.92	   2.64	   4	   6	  22	-1	-1	-1	-1	
sadism	 262.54	  38.60	  11.28	   2.26	   6	   1	   0	-1	-1	-1	-1	
safari	 223.23	  23.40	   9.42	   1.88	   6	   0	   0	-1	-1	-1	-1	
safes	 999.54	  68.25	   9.56	   2.39	   5	   5	   2	-1	-1	-1	-1	
saith	 977.02	  36.75	  11.52	   2.88	   5	   2	   5	-1	-1	-1	-1	
salaries	 647.31	 126.57	  18.10	   2.59	   8	   1	   4	-1	-1	-1	-1	
salary	 537.89	  50.80	  13.31	   2.66	   6	   0	   5	 558	-1	 452	-1	
sales	1228.13	  84.75	  11.44	   2.86	   5	  12	  25	-1	-1	-1	-1	
saliva	 516.35	  39.00	  11.32	   2.26	   6	   0	   0	-1	-1	-1	-1	
