ITEM   	  CELEX  	 BF_TK 	 BF_TP 	 LEN_L 	   N   	
period	 170.73	1009.87	  40.20	   6	   0	
perjurer	   0.00	 834.42	  83.86	   8	   1	
perjury	   1.40	 803.51	  48.67	   7	   0	
perle	   0.00	 934.62	  29.50	   5	   0	
permanence	   3.13	 403.61	  55.00	  10	   0	
permission	  26.82	 840.40	  92.89	  10	   0	
peroxide	   0.73	 203.41	  36.14	   8	   0	
pers	   0.00	2182.85	  17.33	   4	   8	
perse	   0.00	1628.61	  35.00	   5	   3	
persona	   2.18	 711.44	  49.50	   7	   1	
persuasion	   5.59	 738.67	  84.33	  10	   0	
perusal	   0.50	 816.00	  47.33	   7	   0	
perversion	   2.23	 874.55	  97.56	  10	   0	
peseta	   0.00	 708.54	  25.00	   6	   0	
pessimist	   0.78	 306.08	  54.88	   9	   1	
pest	   4.69	2599.44	  23.33	   4	  14	
pesticide	   1.79	 378.25	  60.00	   9	   0	
pestilence	   0.50	 466.48	  61.56	  10	   0	
pettiness	   0.61	 357.61	  90.00	   9	   0	
petulance	   0.00	 366.13	  53.25	   9	   0	
phage	   0.00	 550.43	  23.75	   5	   2	
phenotype	   0.00	  79.75	  13.38	   9	   0	
philistine	   1.01	 616.92	 123.56	  10	   0	
phlebitis	   0.00	  85.36	  21.13	   9	   0	
phobia	   2.12	 459.76	  18.20	   6	   1	
phonetics	   0.67	 433.30	  64.00	   9	   0	
phosphorus	   1.90	  97.60	  24.44	  10	   0	
physicals	   0.00	 172.80	  26.75	   9	   0	
physician	   6.59	 179.99	  26.88	   9	   0	
physicist	   4.92	 236.56	  36.63	   9	   0	
physio	   0.00	  50.94	   5.80	   6	   0	
pianist	   3.58	 646.15	  66.83	   7	   0	
pic	   0.00	  31.28	   4.00	   3	   8	
picante	   0.00	 583.12	  42.67	   7	   0	
picketers	   0.00	 285.55	  60.38	   9	   0	
pickpocket	   0.00	  19.45	   8.78	  10	   0	
pie	  12.57	 138.43	   6.00	   3	  11	
piety	   3.69	 405.00	  25.25	   5	   0	
pigeonhole	   0.50	 127.39	  27.11	  10	   0	
piggyback	   0.00	  62.30	  15.25	   9	   0	
pilferage	   0.00	 363.09	  44.88	   9	   0	
pilgrimage	   4.30	  81.17	  15.11	  10	   0	
pillory	   0.39	 732.58	  70.00	   7	   0	
pineapple	   2.46	 151.73	  27.50	   9	   0	
pint	  10.34	1634.75	  32.67	   4	  11	
piracy	   1.06	 282.56	  29.00	   6	   0	
pith	   0.61	5141.93	  17.00	   4	   4	
plaid	   2.74	1098.26	  35.50	   5	   2	
plantation	   5.36	 982.35	 138.22	  10	   0	
plaque	   2.79	 351.66	  29.20	   6	   1	
plasterer	   0.00	 260.72	  65.88	   9	   1	
platitude	   0.45	 278.64	  45.88	   9	   0	
platypus	   1.17	 194.45	  35.43	   8	   0	
pleasantry	   0.67	  98.09	  24.89	  10	   1	
pleat	   0.45	1123.42	  28.50	   5	   4	
plebiscite	   0.00	 144.92	  29.22	  10	   0	
pleiades	   0.00	 582.82	  99.14	   8	   0	
plethora	   1.45	 283.80	  35.00	   8	   0	
plight	   8.04	 550.93	  29.80	   6	   4	
plott	   0.00	 686.37	  27.50	   5	   1	
ploy	   7.60	 237.92	  12.00	   4	   4	
pneumatics	   0.00	 425.15	  78.67	  10	   0	
pneumonia	   3.69	  46.86	  11.38	   9	   1	
pocketbook	   0.78	  56.46	  12.44	  10	   0	
pocketful	   0.00	 203.57	  26.38	   9	   0	
podium	   0.89	 388.04	  29.20	   6	   1	
poetry	  21.34	 378.09	  28.40	   6	   0	
poignancy	   1.06	 245.22	  35.63	   9	   0	
polaroid	   0.00	 368.00	  38.57	   8	   0	
pole	  14.92	 966.61	  32.67	   4	  15	
polemic	   0.78	 300.06	  37.67	   7	   0	
policy	 167.93	 794.41	  40.20	   6	   2	
polio	   1.17	 366.78	  22.25	   5	   1	
politeness	   5.08	 223.53	  62.67	  10	   0	
politics	  86.20	 924.99	  83.71	   8	   1	
pollutant	   1.01	 678.98	  60.25	   9	   0	
polluter	   0.00	 862.61	  90.29	   8	   2	
pollution	  31.23	1056.82	 108.00	   9	   0	
polyglot	   0.34	 260.47	  22.29	   8	   0	
polymer	   2.12	 875.47	  85.00	   7	   0	
polymorph	   0.00	 183.39	  18.38	   9	   0	
pomp	   1.84	1375.46	  20.67	   4	   4	
poppycock	   0.00	 106.65	  14.25	   9	   0	
populace	   1.62	 387.01	  36.86	   8	   1	
porcelain	   6.03	 230.35	  43.00	   9	   0	
porch	  12.57	2021.79	  41.25	   5	   4	
pore	   0.56	4396.39	  35.67	   4	  19	
porr	   0.00	1780.11	  23.67	   4	   8	
portico	   4.53	 921.55	  77.33	   7	   0	
portrayal	   1.51	 421.28	  52.63	   9	   0	
positron	   0.34	 759.04	  44.71	   8	   1	
possessor	   0.84	 324.93	  44.13	   9	   0	
postmaster	   0.78	 214.45	  54.78	  10	   0	
postmortem	   0.00	 165.99	  43.11	  10	   0	
potboiler	   0.00	 197.19	  40.25	   9	   0	
potency	   2.01	 566.54	  39.17	   7	   0	
potpourri	   0.00	 172.74	  23.00	   9	   0	
pottery	   5.92	1215.24	 111.00	   7	   2	
poverty	  57.54	 644.77	  47.00	   7	   0	
powerboat	   0.00	 244.56	  37.75	   9	   0	
powerhouse	   0.00	 241.24	  28.33	  10	   0	
pox	   1.51	  74.10	   4.50	   3	   8	
pragmatist	   0.00	 561.87	 106.56	  10	   1	
prance	   0.39	 744.12	  56.60	   6	   2	
prank	   0.56	1150.41	  45.75	   5	   4	
prawn	   1.17	 625.70	  34.25	   5	   2	
prayer	  20.50	1700.56	 112.80	   6	   2	
preamble	   1.45	 927.44	  78.29	   8	   0	
precaution	   5.36	 969.80	 122.11	  10	   0	
precedence	   2.51	 537.67	  62.44	  10	   0	
precedent	   5.36	 820.59	  70.63	   9	   0	
precipice	   1.56	 427.71	  50.50	   9	   0	
precision	  13.24	 922.33	  92.50	   9	   0	
precursor	   1.40	 410.48	  48.25	   9	   0	
predation	   0.00	1179.55	 123.13	   9	   0	
predator	   1.73	 592.48	  65.57	   8	   0	
prediction	   5.08	1078.48	 136.89	  10	   0	
predictor	   0.00	 468.00	  51.88	   9	   0	
preemption	   0.00	 966.82	 124.00	  10	   0	
prefecture	   0.39	 344.53	  45.89	  10	   0	
preference	  15.53	 602.96	  67.33	  10	   0	
pregnancy	  17.54	 439.77	  51.38	   9	   0	
preparer	   0.00	1231.68	 103.29	   8	   2	
prepayment	   0.00	 609.19	  56.33	  10	   0	
prerecord	   0.00	 585.51	  62.75	   9	   0	
pres	   0.00	 761.68	  19.00	   4	   5	
prescience	   0.39	 548.27	  60.89	  10	   0	
preseason	   0.00	 672.68	  62.50	   9	   0	
presenter	   0.50	 779.34	 103.38	   9	   1	
preserver	   0.00	 624.03	  75.50	   9	   2	
pretension	   0.67	 852.14	 100.56	  10	   0	
prevalence	   1.23	 485.07	  56.67	  10	   0	
prevention	   7.32	1038.12	 137.56	  10	   0	
principle	  61.84	 410.37	  48.88	   9	   0	
prisoner	  16.42	 995.07	  86.86	   8	   1	
privacy	  15.14	 690.58	  44.67	   7	   1	
privation	   0.67	1137.31	 120.25	   9	   0	
prix	   0.00	  69.83	   9.33	   4	   2	
prob	   0.00	1514.76	  10.67	   4	   5	
probation	   4.64	1158.91	 122.38	   9	   0	
probity	   0.34	 996.56	  64.17	   7	   0	
proboscis	   0.00	 295.88	  32.88	   9	   0	
procedure	  24.13	 458.31	  44.88	   9	   0	
procession	  12.01	1019.81	 110.44	  10	   1	
processor	   1.51	 503.00	  59.25	   9	   1	
proconsul	   0.45	 349.20	  41.38	   9	   0	
procurer	   0.00	1261.42	 104.57	   8	   1	
prodigal	   1.40	 892.74	  64.00	   8	   0	
prodigy	   1.23	 890.19	  60.17	   7	   0	
profession	  24.47	1017.33	 107.33	  10	   1	
profiteer	   0.00	 498.21	  59.00	   9	   0	
profusion	   1.90	 856.44	  83.63	   9	   0	
progeny	   1.28	 989.04	  62.83	   7	   0	
prognosis	   1.45	 301.91	  34.00	   9	   0	
programmer	   0.95	 300.27	  52.56	  10	   2	
projectile	   0.67	 650.37	 104.00	  10	   1	
projection	   6.65	1082.51	 138.44	  10	   1	
projector	   1.45	 416.75	  45.88	   9	   1	
prolactin	   0.00	 425.60	  50.88	   9	   0	
prom	   0.00	3134.58	  12.00	   4	   8	
prominence	   3.80	 552.01	  67.56	  10	   0	
promoter	   1.73	1106.72	 101.57	   8	   3	
promotion	  14.75	1074.66	 112.25	   9	   0	
prong	   0.34	2067.98	  41.50	   5	   2	
propellant	   0.00	 448.63	  61.11	  10	   0	
propeller	   1.28	 438.08	  67.63	   9	   1	
property	  68.32	 903.72	  80.00	   8	   1	
prophetess	   0.00	 323.52	  60.67	  10	   0	
proponent	   0.61	 791.00	  80.25	   9	   0	
proposal	  21.17	 954.60	  68.71	   8	   0	
propulsion	   1.73	 856.87	  96.22	  10	   0	
prose	   7.15	2045.19	  43.00	   5	   4	
prospectus	   2.85	 269.21	  48.67	  10	   0	
prosthesis	   0.00	 225.13	  39.56	  10	   0	
protectee	   0.00	 694.86	  84.00	   9	   1	
protege	   1.56	1222.55	  75.00	   7	   0	
protester	   0.00	 733.29	 103.38	   9	   1	
protestors	   0.00	 446.21	  75.89	  10	   2	
protocol	   4.75	 606.12	  49.00	   8	   0	
prototype	   4.64	 320.78	  38.88	   9	   0	
provenance	   0.84	 532.22	  72.44	  10	   0	
provider	   1.51	1105.81	  82.86	   8	   2	
provision	  30.39	 894.05	  88.63	   9	   0	
proviso	   1.06	 858.13	  60.17	   7	   0	
prow	   1.06	2159.77	  13.67	   4	   7	
prude	   0.56	 419.74	  23.50	   5	   3	
prudery	   0.67	1061.28	 104.17	   7	   0	
psalm	   2.18	 252.93	   9.25	   5	   0	
pseudonym	   1.06	  35.29	   7.25	   9	   0	
psi	   0.00	   0.00	   0.00	   3	   1	
psychopath	   0.89	  71.54	  15.11	  10	   0	
pub	  20.73	 382.46	   6.50	   3	  11	
puberty	   6.48	 567.98	  41.00	   7	   0	
publicist	   0.89	 288.37	  46.63	   9	   0	
publisher	   7.77	 242.32	  47.13	   9	   2	
puffery	   0.00	 692.07	  82.00	   7	   0	
pugilist	   0.00	 335.71	  74.00	   8	   0	
pulse	   9.05	1148.21	  27.25	   5	   1	
pummeling	   0.00	1108.08	 210.13	   9	   0	
puppetry	   0.00	 307.39	  33.29	   8	   0	
purchaser	   1.40	 259.85	  48.25	   9	   2	
puritan	   3.46	 469.18	  46.00	   7	   0	
purity	   7.54	 832.64	  61.60	   6	   2	
pursuer	   0.45	 986.75	  89.00	   7	   2	
purveyor	   0.50	 168.27	  27.29	   8	   1	
pussyfoot	   0.00	 105.98	  15.75	   9	   0	
putsch	   0.45	 331.04	  26.60	   6	   0	
putterer	   0.00	 889.71	 102.29	   8	   0	
puzzlement	   1.28	 499.63	  40.33	  10	   0	
quackery	   0.00	 407.31	  67.57	   8	   0	
quality	 106.93	 782.10	  59.17	   7	   1	
quandary	   0.45	 394.65	  44.29	   8	   0	
quantity	  19.22	 815.96	  91.00	   8	   1	
quart	   3.13	1125.30	  28.00	   5	   0	
quartz	   0.89	 243.58	  27.40	   6	   2	
quay	   3.24	 418.36	   6.33	   4	   0	
queasiness	   0.00	 117.68	  45.78	  10	   0	
questioner	   4.13	 178.66	  37.67	  10	   1	
quid	   6.20	1061.57	   8.33	   4	   3	
quietness	   2.18	 317.11	  60.75	   9	   0	
quilt	   3.46	1200.29	  25.00	   5	   5	
quince	   0.00	 599.87	  35.20	   6	   0	
quirk	   0.95	 579.72	  18.50	   5	   1	
quotation	   5.92	 999.57	 107.25	   9	   0	
racism	   8.83	 443.59	  37.80	   6	   1	
raconteur	   0.00	 204.09	  29.38	   9	   0	
radiance	   2.96	 441.65	  41.43	   8	   0	
radius	   7.93	 327.77	  35.40	   6	   1	
raft	   3.30	 463.23	  15.67	   4	   5	
rainforest	   0.00	  65.41	  23.78	  10	   0	
rainmaker	   0.00	 112.28	  32.25	   9	   0	
rainwater	   1.51	 399.04	  78.63	   9	   0	
ramadan	   0.00	 136.82	  29.50	   7	   0	
ramp	   4.36	 927.08	  22.00	   4	   8	
randomness	   0.67	 117.87	  42.33	  10	   0	
rapier	   0.67	1814.64	 114.00	   6	   0	
rarity	   3.41	 928.48	  76.20	   6	   1	
rath	   0.00	3035.91	  22.00	   4	   9	
ratio	  15.92	 636.32	  28.00	   5	   2	
rationale	   3.02	 252.03	  46.63	   9	   0	
rattler	   0.00	1224.26	 139.00	   7	   2	
razorback	   0.00	 106.40	  18.63	   9	   0	
rea	   0.00	 229.19	   5.00	   3	  10	
reaction	  52.91	1395.69	 125.86	   8	   0	
readership	   1.34	 340.62	  51.33	  10	   1	
readiness	   9.22	 470.92	 105.75	   9	   0	
realestate	   0.00	 392.92	  62.22	  10	   0	
realism	   8.04	1204.08	 101.33	   7	   1	
realist	   1.79	1390.54	 115.67	   7	   1	
realm	   9.89	1332.12	  39.75	   5	   1	
realtor	   0.00	 873.98	  70.33	   7	   1	
rebellion	  12.57	 768.86	 102.50	   9	   0	
rebuttal	   1.12	 667.77	  60.43	   8	   0	
receiver	  14.02	1050.57	  85.57	   8	   3	
reception	  17.60	1139.38	 126.13	   9	   1	
receptor	   0.00	 644.57	  61.57	   8	   0	
recession	   9.83	 950.43	 104.50	   9	   1	
recipe	   9.55	 968.42	  38.60	   6	   1	
recital	   3.52	1240.45	  68.67	   7	   0	
reclaimer	   0.00	 524.83	  68.88	   9	   1	
recliner	   0.00	1203.09	 116.00	   8	   1	
recorder	   7.04	1065.20	  99.00	   8	   1	
recovery	  16.98	 770.40	  90.29	   8	   1	
recruiter	   0.00	 597.63	  93.88	   9	   1	
rectangle	   2.74	 471.42	  73.00	   9	   0	
rectitude	   0.84	 493.91	  71.38	   9	   0	
rectory	   1.40	1239.08	  77.83	   7	   0	
recurrence	   1.34	 507.08	  61.44	  10	   0	
redemption	   2.91	 992.48	 129.33	  10	   0	
reduction	  21.01	1064.24	 124.00	   9	   2	
reef	   6.87	2217.32	  22.00	   4	   4	
reentry	   0.00	 935.24	  65.33	   7	   0	
ref	   0.61	 100.92	   3.00	   3	   4	
referral	   0.89	 914.70	  86.14	   8	   0	
refinement	   3.74	 637.82	  64.22	  10	   0	
refiner	   0.00	1344.24	 117.67	   7	   1	
reflection	  19.61	1063.30	 138.33	  10	   1	
reflector	   0.67	 383.74	  60.25	   9	   0	
reflexive	   0.39	 366.99	  56.88	   9	   0	
refocus	   0.00	 551.31	  48.17	   7	   0	
reformer	   1.34	 839.05	  85.14	   8	   1	
refractor	   0.00	 358.72	  61.25	   9	   0	
refresher	   0.39	 478.76	  79.00	   9	   1	
refugee	   5.08	 757.22	  57.00	   7	   1	
refusal	  15.42	 807.92	  60.67	   7	   0	
regalia	   0.84	 536.11	  49.83	   7	   0	
regimen	   0.84	 722.17	  62.00	   7	   1	
registrar	   4.86	 319.78	  55.13	   9	   0	
registry	   3.80	 721.62	  72.29	   8	   0	
regression	   1.17	 997.24	 111.11	  10	   1	
reinvite	   0.00	 722.94	  78.43	   8	   0	
rejection	  15.53	1098.88	 122.38	   9	   1	
rejoinder	   0.67	 378.44	  70.63	   9	   0	
relenting	   0.34	1695.72	 271.88	   9	   1	
relevance	  10.28	 480.85	  71.50	   9	   0	
reliance	   5.14	 930.40	  78.43	   8	   0	
religion	  51.34	1062.60	  87.57	   8	   0	
reluctance	  11.90	 476.76	  60.67	  10	   0	
rem	   0.00	 102.82	   3.50	   3	  10	
remainder	  11.12	 418.98	  77.63	   9	   0	
remarriage	   0.89	 246.01	  38.67	  10	   0	
reminder	   8.88	1089.85	 100.00	   8	   1	
remission	   1.79	 841.14	  98.63	   9	   0	
remittance	   0.34	 486.50	  64.33	  10	   0	
remoteness	   2.01	 293.05	  70.56	  10	   0	
removal	  13.07	 835.11	  58.83	   7	   0	
remover	   0.61	1251.26	 103.00	   7	   4	
rendition	   0.56	1169.86	 134.63	   9	   0	
renegade	   1.17	 491.90	  59.14	   8	   0	
renewal	   5.92	1034.67	  71.33	   7	   0	
reorder	   0.00	1156.85	 107.17	   7	   0	
rep	   4.86	 103.91	   4.00	   3	   8	
repairman	   0.45	 279.60	  52.13	   9	   1	
repartee	   0.89	 758.93	  88.43	   8	   0	
repayment	   3.18	 718.23	  75.13	   9	   0	
repeater	   0.39	1131.83	 120.57	   8	   1	
repertoire	   5.36	 466.73	  53.11	  10	   0	
replica	   3.07	 848.36	  73.50	   7	   0	
repression	  10.84	1054.45	 114.22	  10	   2	
reprisal	   1.34	 795.38	  73.14	   8	   0	
repurchase	   0.00	 208.36	  36.89	  10	   0	
requester	   0.00	 575.08	  93.13	   9	   1	
rescission	   0.00	 939.08	 103.22	  10	   0	
rescuer	   1.12	1222.58	 106.33	   7	   2	
researcher	   2.35	 256.10	  51.22	  10	   2	
resentment	  15.75	 689.32	  71.33	  10	   0	
reservoir	   4.53	 443.96	  70.38	   9	   0	
reshuffle	   0.34	 326.05	  54.25	   9	   0	
residence	  12.18	 541.30	  79.38	   9	   0	
residue	   3.63	 661.57	  54.00	   7	   0	
resistance	  32.96	 527.69	  68.89	  10	   0	
resonance	   1.79	 490.18	  75.75	   9	   0	
respondent	   0.45	 535.13	  66.22	  10	   1	
responder	   0.00	 453.80	  81.38	   9	   1	
restaurant	  32.07	 439.13	  63.00	  10	   0	
restorer	   0.00	1234.46	 122.57	   8	   2	
resumption	   1.23	 962.57	 127.11	  10	   0	
resurgence	   1.34	 476.87	  62.00	  10	   0	
ret	   0.34	1458.69	   8.50	   3	  18	
retailer	   0.89	 885.24	  98.57	   8	   1	
retainer	   0.78	1109.28	 108.29	   8	   2	
retardant	   0.00	 580.07	  73.75	   9	   0	
retention	   3.52	1274.83	 142.75	   9	   1	
reticence	   1.73	 510.66	  79.50	   9	   0	
retina	   1.40	1792.46	  94.80	   6	   0	
retiree	   0.00	 911.19	  72.17	   7	   2	
retraction	   0.50	1049.38	 139.56	  10	   0	
retraining	   0.84	 648.64	 162.89	  10	   1	
retrial	   0.00	1196.77	  84.17	   7	   0	
retrieval	   1.01	 396.32	  65.88	   9	   0	
retriever	   0.00	 343.03	  72.38	   9	   1	
retrospect	   5.59	 212.69	  38.89	  10	   0	
returnee	   0.00	 720.55	  68.43	   8	   1	
returnees	   0.00	 601.75	  99.25	   9	   0	
rev	   6.48	 103.85	   3.00	   3	   4	
revelry	   0.50	 790.49	  61.17	   7	   0	
revenue	  18.94	 764.48	  56.67	   7	   1	
reverence	   5.03	 654.85	  96.75	   9	   1	
reverie	   1.23	 811.93	  63.33	   7	   1	
reversal	   5.42	 916.03	  88.43	   8	   0	
reversion	   1.01	 949.77	 118.25	   9	   0	
reviewer	   1.34	 790.12	  76.14	   8	   1	
revision	   4.02	1026.49	  93.00	   8	   0	
revival	   9.61	 897.50	  62.00	   7	   0	
revolver	   4.30	 961.49	  82.43	   8	   2	
revulsion	   4.19	 771.71	  89.88	   9	   1	
rezoning	   0.00	1975.30	 283.57	   8	   0	
rhetoric	  10.78	 224.98	  34.57	   8	   0	
rho	   0.00	1197.80	   0.50	   3	   1	
ribaldry	   0.00	 147.53	  25.29	   8	   0	
ries	   0.00	 830.90	  22.00	   4	   8	
riflery	   0.00	 732.80	  87.83	   7	   0	
rift	   2.46	 735.30	  13.00	   4	   6	
rind	   1.17	1854.48	  30.67	   4	   9	
ringe	   0.00	 862.47	  41.25	   5	   7	
ringmaster	   0.00	 161.35	  46.11	  10	   0	
risotto	   0.00	 183.65	  22.67	   7	   0	
rite	   3.18	2880.32	  21.00	   4	  12	
rivalry	   6.65	 366.11	  31.17	   7	   0	
riverbed	   0.39	1305.33	 160.86	   8	   0	
riverboats	   0.00	 327.81	  44.00	  10	   0	
robe	   9.05	 453.06	  15.00	   4	   8	
rocketry	   0.00	 204.21	  37.14	   8	   0	
role	 117.37	1186.48	  31.33	   4	  14	
rollover	   0.00	 688.74	  65.71	   8	   0	
rood	   0.34	2383.38	  30.33	   4	  10	
rosary	   0.73	 256.23	  37.60	   6	   1	
rotation	   7.71	 938.08	  89.14	   8	   1	
rote	   0.89	 936.69	  23.33	   4	  15	
roux	   0.39	1173.54	  17.00	   4	   1	
royalist	   0.73	 295.74	  72.57	   8	   1	
royalty	   5.20	 350.56	  28.33	   7	   2	
rpm	   0.00	   0.00	   0.00	   3	   3	
rubicon	   0.00	 381.59	  30.83	   7	   0	
rudiment	   0.00	 438.52	  43.43	   8	   0	
ruff	   0.73	  75.36	  11.00	   4	   6	
rug	  11.68	 163.00	   8.00	   3	  16	
rump	   3.07	 175.85	  16.33	   4	   8	
runabout	   0.00	 116.72	  24.57	   8	   0	
ruse	   1.01	1316.46	  20.67	   4	   9	
saboteur	   0.45	  96.10	  25.43	   8	   0	
sac	   1.06	 775.30	   5.00	   3	  10	
saccharin	   0.39	  89.48	  23.88	   9	   0	
sacrament	   1.56	 602.73	  56.88	   9	   0	
sacredness	   0.67	 162.36	  46.78	  10	   0	
sacrilege	   1.01	 188.92	  40.75	   9	   0	
saddler	   0.00	 916.23	 125.17	   7	   2	
sadism	   1.56	 262.54	  38.60	   6	   1	
safari	   1.45	 223.23	  23.40	   6	   0	
sagittal	   0.00	 452.65	  41.14	   8	   0	
sake	  51.84	3349.73	  18.33	   4	  15	
salary	  20.11	 537.89	  50.80	   6	   0	
saleswoman	   0.00	  64.04	  16.44	  10	   0	
saliva	   2.91	 516.35	  39.00	   6	   0	
salomon	   0.00	 379.96	  37.67	   7	   0	
salvation	   7.37	 922.71	 106.88	   9	   0	
samsara	   0.00	 262.81	  31.33	   7	   0	
samurai	   0.56	 278.86	  24.67	   7	   0	
sanctity	   2.85	 772.74	  98.71	   8	   0	
sanhedrin	   0.00	  89.45	  21.63	   9	   0	
sanity	   5.98	 617.47	  59.40	   6	   1	
sapiens	   0.00	 646.69	  54.17	   7	   0	
sarcasm	   2.91	 403.13	  49.33	   7	   0	
satellite	  12.96	 457.12	  82.75	   9	   0	
sates	   0.00	2132.97	  92.50	   5	  14	
satire	   3.24	1176.03	  47.40	   6	   0	
satirist	   0.00	 575.90	  78.86	   8	   0	
sauce	  15.20	 744.03	  25.00	   5	   1	
sauerkraut	   0.50	 232.63	  26.89	  10	   0	
saxophone	   0.45	 180.78	  29.75	   9	   0	
scandia	   0.00	 260.82	  35.00	   7	   0	
scarcity	   4.25	 444.55	  61.14	   8	   0	
scarf	   7.93	 768.79	  27.00	   5	   3	
scavenger	   0.56	 212.67	  48.88	   9	   1	
scene	  88.88	 383.40	  20.25	   5	   2	
scenery	   7.88	 760.07	  88.83	   7	   0	
scheduler	   0.00	 180.05	  40.63	   9	   2	
schlock	   0.00	 151.42	  27.83	   7	   0	
schmaltz	   0.00	 133.99	  18.43	   8	   0	
schnapps	   0.56	  52.14	  16.29	   8	   0	
schtick	   0.00	 553.34	  55.67	   7	   0	
scintilla	   0.00	 352.98	  36.13	   9	   0	
sclerosis	   0.34	 225.44	  42.63	   9	   0	
sconce	   0.00	 488.89	  29.60	   6	   0	
scope	  16.98	 165.19	  18.50	   5	   3	
scorn	   6.98	 307.13	  21.75	   5	   4	
scorpion	   0.95	 559.43	  52.43	   8	   0	
scourge	   2.23	 507.45	  35.17	   7	   0	
scribe	   0.84	 443.77	  28.20	   6	   0	
scrip	   0.00	 113.03	  14.00	   5	   2	
scrutiny	   6.70	1192.61	 175.71	   8	   0	
scythe	   1.23	 213.60	  18.60	   6	   0	
seafarer	   0.00	 915.51	  88.71	   8	   0	
seam	   2.40	1855.78	  33.33	   4	   9	
seawater	   1.12	 801.78	  98.86	   8	   0	
secession	   1.06	 842.82	  82.88	   9	   1	
seclusion	   1.79	 796.17	  76.75	   9	   0	
secrecy	  11.90	 758.68	  38.00	   7	   0	
secretion	   0.56	1105.83	 112.88	   9	   0	
sect	   3.18	 617.76	  12.33	   4	   4	
sedation	   1.06	 995.62	  94.86	   8	   1	
sediment	   1.68	 512.07	  56.29	   8	   1	
sedition	   1.12	1096.05	  98.71	   8	   1	
seducer	   0.39	 983.12	  81.67	   7	   2	
seduction	   2.51	 956.63	 102.38	   9	   2	
seer	   1.51	2928.01	  28.33	   4	  12	
seis	   0.00	1997.67	  11.00	   4	   5	
selection	  30.11	1081.46	 112.25	   9	   0	
selenite	   0.00	 656.01	  84.57	   8	   0	
semantics	   1.12	 570.81	  73.38	   9	   0	
seminar	   7.49	 569.03	  38.83	   7	   1	
sensation	  15.20	1043.16	 115.38	   9	   0	
sentiment	   7.88	 759.08	  70.25	   9	   0	
sentinel	   0.61	 615.49	  76.71	   8	   0	
sepia	   0.89	 268.26	  14.50	   5	   0	
sequester	   0.00	 467.47	  71.50	   9	   0	
sequitur	   0.00	 204.44	  18.43	   8	   0	
sequiturs	   0.00	 335.37	  46.75	   9	   0	
sereno	   0.00	1046.91	  47.20	   6	   1	
seres	   0.00	1479.95	  88.25	   5	   3	
serf	   0.34	2474.52	  15.33	   4	   2	
serv	   0.00	2470.50	  14.33	   4	   1	
serviceman	   0.00	 136.68	  25.67	  10	   1	
servitude	   1.40	 328.03	  42.38	   9	   0	
settlement	  17.15	 528.56	  48.56	  10	   0	
settler	   0.78	1494.75	 137.83	   7	   2	
sewerage	   1.01	 495.73	  55.14	   8	   0	
sexiness	   0.45	 580.60	  85.71	   8	   0	
sexism	   3.30	 442.75	  30.80	   6	   1	
sextuplet	   0.00	 130.63	  24.25	   9	   0	
shadowland	   0.00	 114.01	  19.56	  10	   0	
shale	   1.01	1327.33	  41.25	   5	  11	
shamanism	   0.00	 331.64	  55.63	   9	   0	
shank	   1.34	1334.81	  42.00	   5	   5	
shant	   0.00	1314.08	  44.75	   5	   6	
shantytown	   0.00	  76.52	  20.33	  10	   0	
shap	   0.00	5790.33	  13.33	   4	  10	
shard	   0.00	1457.07	  43.25	   5	   5	
sharia	   0.00	 685.95	  44.60	   6	   0	
shawl	   4.69	 658.19	  29.00	   5	   1	
sheaf	   3.97	3207.17	  33.25	   5	   2	
sheath	   2.85	 676.01	  43.80	   6	   0	
sheep	  40.11	2981.34	  33.00	   5	   6	
sheet	  34.41	2997.59	  38.25	   5	   5	
sheik	   0.00	3414.99	  22.75	   5	   0	
sheikh	   0.84	 438.35	  23.40	   6	   0	
shelf	  13.74	2782.45	  27.50	   5	   2	
shire	   1.23	3508.10	  40.00	   5	   5	
shirt	  45.36	2539.93	  36.50	   5	   4	
shive	   0.00	2512.28	  35.75	   5	   4	
shopkeeper	   2.07	  63.63	  20.67	  10	   0	
shoplifter	   0.00	 185.20	  50.00	  10	   0	
showcasing	   0.00	 582.49	 131.67	  10	   0	
shrift	   0.39	 635.40	  41.00	   6	   1	
shrimp	   1.34	 640.39	  38.40	   6	   0	
shrine	   4.36	1585.34	  90.00	   6	   1	
shrub	   3.69	 591.91	  19.75	   5	   2	
shrubbery	   2.35	 235.76	  40.75	   9	   0	
shuffler	   0.00	 444.59	  66.43	   8	   1	
shuttering	   0.00	 541.23	 151.89	  10	   3	
siege	   8.32	 540.89	  23.50	   5	   2	
sienna	   0.00	 352.40	  22.00	   6	   0	
signature	   6.54	 326.44	  40.75	   9	   0	
silicone	   0.67	 367.86	  49.57	   8	   0	
silliness	   1.01	 332.51	  86.25	   9	   0	
sisterhood	   0.89	 263.00	  47.22	  10	   0	
skein	   0.67	1083.74	   9.50	   5	   1	
skier	   0.61	2047.17	  45.50	   5	   2	
skill	  38.32	1152.30	  22.75	   5	   4	
skywriter	   0.00	 348.35	  60.38	   9	   0	
slab	   5.70	 288.68	  17.00	   4	   8	
slang	   3.02	1942.76	  46.75	   5	   4	
slavery	   7.49	 834.36	 100.50	   7	   1	
sleepiness	   0.39	 103.44	  44.11	  10	   0	
