,X,Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Zipfvalue,cmu_sylls
213,767,adjutants,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
214,787,admirals,29,21,19,15,0.568627451,1.477121255,0.250357654,1.342422681,Noun,29,1,Noun,29,2.768955397,3
215,788,admiralty,34,13,5,4,0.666666667,1.544068044,0.154983309,1.146128036,Noun,34,1,Noun,34,2.835902186,4
216,789,admiration,107,99,104,98,2.098039216,2.033423755,1.180257511,2,Noun,107,1,Noun,107,3.325257898,4
217,792,admirer,151,124,149,123,2.960784314,2.181843588,1.478302337,2.096910013,Noun,151,1,Noun,151,3.47367773,3
218,793,admirers,49,44,48,44,0.960784314,1.698970004,0.524558894,1.653212514,Noun,49,1,Noun,49,2.990804146,3
219,798,admission,181,164,167,153,3.549019608,2.260071388,1.955174058,2.217483944,Noun,181,1,Noun,181,3.55190553,3
220,802,admittance,34,25,30,21,0.666666667,1.544068044,0.298044826,1.414973348,Noun,34,1,Noun,34,2.835902186,3
221,806,admittee,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
222,809,admixture,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
223,814,admonition,5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,Noun,5,1,Noun,5,2.069985393,4
224,816,adnexa,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
225,818,ado,77,69,73,67,1.509803922,1.892094603,0.82260372,1.84509804,Noun,75,1,Noun,75,3.183928745,2
226,819,adobe,24,14,8,8,0.470588235,1.397940009,0.166905103,1.176091259,Noun,23,1,Noun,23,2.689774151,3
227,831,adopter,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
228,833,adoption,239,140,227,135,4.68627451,2.380211242,1.669051025,2.149219113,Noun,239,1,Noun,239,3.672045384,3
229,834,adoptions,7,7,7,7,0.137254902,0.903089987,0.083452551,0.903089987,Noun,7,1,Noun,7,2.194924129,3
230,841,adoration,30,25,27,22,0.588235294,1.491361694,0.298044826,1.414973348,Noun,30,1,Noun,30,2.783195836,4
231,844,adorers,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
232,851,adornment,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,3
233,852,adornments,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
234,858,adrenals,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,NA
235,864,adroitness,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
236,865,adrop,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
237,866,ads,258,180,242,173,5.058823529,2.413299764,2.145922747,2.257678575,Noun,258,1,Noun,258,3.705133906,1
238,867,adulation,14,14,13,13,0.274509804,1.176091259,0.166905103,1.176091259,Noun,14,1,Noun,14,2.467925401,4
239,869,adulterant,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
240,874,adulterers,7,6,7,6,0.137254902,0.903089987,0.071530758,0.84509804,Noun,7,1,Noun,7,2.194924129,4
241,878,adultery,99,72,86,63,1.941176471,2,0.858369099,1.86332286,Noun,99,1,Noun,99,3.291834142,4
242,879,adulthood,37,33,37,33,0.725490196,1.579783597,0.39341917,1.531478917,Noun,36,1,Noun,36,2.871617739,3
243,880,adults,488,411,468,397,9.568627451,2.689308859,4.899856938,2.614897216,Noun,491,1,Noun,491,3.981143001,2
244,882,adv,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
245,892,advantages,144,124,141,123,2.823529412,2.161368002,1.478302337,2.096910013,Noun,144,1,Noun,144,3.453202144,4
246,893,advent,24,18,16,16,0.470588235,1.397940009,0.214592275,1.278753601,Noun,24,1,Noun,24,2.689774151,2
247,895,adventists,7,2,0,0,0.137254902,0.903089987,0.023843586,0.477121255,Noun,7,1,Noun,7,2.194924129,3
248,897,adventurer,37,32,33,30,0.725490196,1.579783597,0.381497377,1.51851394,Noun,37,1,Noun,37,2.871617739,4
249,899,adventures,184,142,150,124,3.607843137,2.267171728,1.692894611,2.155336037,Noun,184,1,Noun,184,3.559005871,3
250,906,adverb,10,6,6,4,0.196078431,1.041392685,0.071530758,0.84509804,Noun,10,1,Noun,10,2.333226827,2
251,908,adverbs,5,5,4,4,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,2
252,911,adversary,77,67,76,67,1.509803922,1.892094603,0.798760134,1.832508913,Noun,77,1,Noun,77,3.183928745,4
253,915,adversity,54,48,51,46,1.058823529,1.740362689,0.572246066,1.69019608,Noun,54,1,Noun,54,3.032196832,4
254,916,advert,13,9,12,9,0.254901961,1.146128036,0.107296137,1,Noun,13,1,Noun,13,2.437962178,NA
255,923,advertiser,8,6,3,3,0.156862745,0.954242509,0.071530758,0.84509804,Noun,8,1,Noun,8,2.246076652,4
256,927,adverts,4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
257,928,advice,2447,1679,2413,1664,47.98039216,3.388811413,20.01669051,3.225309282,Noun,2447,1,Noun,2447,4.680645556,2
258,929,advices,3,2,3,2,0.058823529,0.602059991,0.023843586,0.477121255,Noun,3,1,Noun,3,1.893894133,NA
259,934,advisee,13,5,12,4,0.254901961,1.146128036,0.059608965,0.77815125,Noun,13,1,Noun,13,2.437962178,NA
260,935,advisees,22,5,22,5,0.431372549,1.361727836,0.059608965,0.77815125,Noun,22,1,Noun,22,2.653561978,NA
261,936,advisement,39,37,39,37,0.764705882,1.602059991,0.441106342,1.579783597,Noun,39,1,Noun,39,2.893894133,3
262,937,adviser,53,45,49,41,1.039215686,1.73239376,0.536480687,1.662757832,Noun,53,1,Noun,53,3.024227902,3
263,938,advisers,13,11,13,11,0.254901961,1.146128036,0.131139723,1.079181246,Noun,13,1,Noun,13,2.437962178,3
264,943,advisors,66,45,60,44,1.294117647,1.826074803,0.536480687,1.662757832,Noun,66,1,Noun,66,3.117908945,3
265,946,advocacy,15,14,14,13,0.294117647,1.204119983,0.166905103,1.176091259,Noun,15,1,Noun,15,2.495954125,4
266,949,advocates,17,16,15,15,0.333333333,1.255272505,0.190748689,1.230448921,Noun,17,1,Noun,17,2.547106647,3
267,958,aeon,25,2,0,0,0.490196078,1.414973348,0.023843586,0.477121255,Noun,25,1,Noun,25,2.70680749,NA
268,959,aeons,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
269,963,aeration,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
270,965,aerialist,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
271,966,aerials,9,7,8,6,0.176470588,1,0.083452551,0.903089987,Noun,9,1,Noun,9,2.291834142,3
272,967,aerie,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
273,968,aeries,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
274,970,aerobatics,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,4
275,974,aerodromes,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
276,980,aerofoils,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
277,984,aeroplane,71,49,63,47,1.392156863,1.857332496,0.584167859,1.698970004,Noun,71,1,Noun,71,3.149166639,NA
278,985,aeroplanes,9,9,9,9,0.176470588,1,0.107296137,1,Noun,9,1,Noun,9,2.291834142,NA
279,986,aerosol,14,10,14,10,0.274509804,1.176091259,0.11921793,1.041392685,Noun,14,1,Noun,14,2.467925401,3
280,988,aerosols,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
281,989,aerospace,55,34,33,24,1.078431373,1.748188027,0.405340963,1.544068044,Noun,55,1,Noun,55,3.040022169,3
282,992,aesir,2,1,0,0,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
283,994,aesthete,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,2
284,995,aesthetes,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
285,998,aesthetics,15,13,12,11,0.294117647,1.204119983,0.154983309,1.146128036,Noun,15,1,Noun,15,2.495954125,3
286,1004,afeard,11,9,11,9,0.215686275,1.079181246,0.107296137,1,Noun,11,1,Noun,11,2.371015388,NA
287,1009,affa,4,2,0,0,0.078431373,0.698970004,0.023843586,0.477121255,Noun,4,1,Noun,4,1.990804146,NA
288,1010,affability,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
289,1013,affair,1502,834,1467,821,29.45098039,3.176958981,9.942775393,2.921686475,Noun,1502,1,Noun,1502,4.468793123,2
290,1014,affaire,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
291,1015,affaires,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,1,1,Noun,1,1.893894133,NA
292,1023,affection,431,334,419,330,8.450980392,2.635483747,3.981878875,2.525044807,Noun,430,1,Noun,430,3.927317889,3
293,1026,affections,61,52,61,52,1.196078431,1.792391689,0.619933238,1.72427587,Noun,61,1,Noun,61,3.084225832,3
294,1032,affiant,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
295,1033,affiche,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
296,1035,affidavit,100,64,100,64,1.960784314,2.004321374,0.762994754,1.812913357,Noun,100,1,Noun,100,3.296155516,4
297,1036,affidavits,31,20,31,20,0.607843137,1.505149978,0.238435861,1.322219295,Noun,31,1,Noun,31,2.79698412,4
298,1037,affiliate,15,11,14,11,0.294117647,1.204119983,0.131139723,1.079181246,Noun,15,1,Noun,15,2.495954125,4
299,1039,affiliates,17,15,16,14,0.333333333,1.255272505,0.178826896,1.204119983,Noun,17,1,Noun,17,2.547106647,4
300,1042,affinity,29,27,29,27,0.568627451,1.477121255,0.321888412,1.447158031,Noun,29,1,Noun,29,2.768955397,4
301,1053,afflatus,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
302,1057,affliction,60,53,58,51,1.176470588,1.785329835,0.631855031,1.73239376,Noun,60,1,Noun,60,3.077163977,3
303,1061,affluence,7,6,6,5,0.137254902,0.903089987,0.071530758,0.84509804,Noun,7,1,Noun,7,2.194924129,3
304,1069,affright,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
305,1070,affront,30,27,30,27,0.588235294,1.491361694,0.321888412,1.447158031,Noun,30,1,Noun,30,2.783195836,2
306,1073,afghani,6,5,0,0,0.117647059,0.84509804,0.059608965,0.77815125,Noun,6,1,Noun,6,2.136932182,3
307,1074,afghanis,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
308,1076,afghans,10,8,2,2,0.196078431,1.041392685,0.095374344,0.954242509,Noun,10,1,Noun,10,2.333226827,2
309,1077,aficionado,11,10,9,9,0.215686275,1.079181246,0.11921793,1.041392685,Noun,11,1,Noun,11,2.371015388,5
310,1080,afikomen,9,2,5,2,0.176470588,1,0.023843586,0.477121255,Noun,9,1,Noun,9,2.291834142,NA
311,1091,afoul,11,10,11,10,0.215686275,1.079181246,0.11921793,1.041392685,Noun,11,1,Noun,11,2.371015388,2
312,1096,africans,54,23,0,0,1.058823529,1.740362689,0.27420124,1.380211242,Noun,54,1,Noun,54,3.032196832,3
313,1097,afrikaans,3,1,0,0,0.058823529,0.602059991,0.011921793,0.301029996,Noun,3,1,Noun,3,1.893894133,3
314,1100,afros,3,3,2,2,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,NA
315,1103,afterbirth,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,NA
316,1106,aftercare,5,5,3,3,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,NA
317,1107,afterdeck,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
318,1111,afterimage,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,4
319,1112,afterlife,81,62,79,61,1.588235294,1.913813852,0.739151168,1.799340549,Noun,82,1,Noun,82,3.205647995,3
320,1114,aftermast,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
321,1115,aftermath,53,51,51,49,1.039215686,1.73239376,0.608011445,1.716003344,Noun,53,1,Noun,53,3.024227902,3
322,1116,aftermaths,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
323,1117,afternight,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
324,1118,afternoon,4666,2597,4410,2505,91.49019608,3.669037801,30.96089652,3.414639147,Noun,4660,1,Noun,4660,4.960871943,3
325,1119,afternoons,101,90,99,88,1.980392157,2.008600172,1.072961373,1.959041392,Noun,101,1,Noun,101,3.300434314,3
326,1120,afters,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,NA
327,1126,aftertaste,11,9,11,9,0.215686275,1.079181246,0.107296137,1,Noun,11,1,Noun,11,2.371015388,3
328,1131,afterwords,2,1,1,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
329,1132,afterwork,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
330,1133,afterworld,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
331,1142,agarose,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
332,1144,agate,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,2
333,1145,agates,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
334,1151,ageism,12,6,11,6,0.235294118,1.113943352,0.071530758,0.84509804,Noun,12,1,Noun,12,2.405777494,NA
335,1152,ageist,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,NA
336,1154,agen,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,1,1,Noun,1,1.768955397,NA
337,1155,agencies,164,134,161,132,3.215686275,2.217483944,1.597520267,2.130333768,Noun,164,1,Noun,164,3.509318086,3
338,1156,agency,991,588,773,482,19.43137255,2.996511672,7.010014306,2.770115295,Noun,988,1,Noun,988,4.288345814,3
339,1158,agendas,21,20,19,18,0.411764706,1.342422681,0.238435861,1.322219295,Noun,21,1,Noun,21,2.634256823,3
340,1161,agents,1074,583,979,547,21.05882353,3.031408464,6.950405341,2.766412847,Noun,1072,1,Noun,1072,4.323242606,2
341,1162,ager,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
342,1163,ageratum,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,4
343,1168,agglutinin,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
344,1183,aggression,143,109,134,105,2.803921569,2.158362492,1.299475441,2.041392685,Noun,143,1,Noun,143,3.450196634,3
345,1188,aggressor,29,23,27,22,0.568627451,1.477121255,0.27420124,1.380211242,Noun,29,1,Noun,29,2.768955397,3
346,1189,aggressors,15,14,15,14,0.294117647,1.204119983,0.166905103,1.176091259,Noun,15,1,Noun,15,2.495954125,3
347,1191,aggro,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
348,1195,agility,23,16,18,13,0.450980392,1.380211242,0.190748689,1.230448921,Noun,23,1,Noun,23,2.672045384,4
349,1196,agin,21,15,21,15,0.411764706,1.342422681,0.178826896,1.204119983,Noun,21,1,Noun,21,2.634256823,2
350,1198,agist,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
351,1199,agists,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
352,1200,agit,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
353,1205,agitation,25,23,23,21,0.490196078,1.414973348,0.27420124,1.380211242,Noun,25,1,Noun,25,2.70680749,4
354,1206,agitato,3,1,3,1,0.058823529,0.602059991,0.011921793,0.301029996,Noun,3,1,Noun,3,1.893894133,NA
355,1207,agitator,11,11,10,10,0.215686275,1.079181246,0.131139723,1.079181246,Noun,11,1,Noun,11,2.371015388,4
356,1208,agitators,13,8,12,8,0.254901961,1.146128036,0.095374344,0.954242509,Noun,13,1,Noun,13,2.437962178,4
357,1209,agitprop,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
358,1210,aglet,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
359,1213,agnates,4,1,4,1,0.078431373,0.698970004,0.011921793,0.301029996,Noun,4,1,Noun,4,1.990804146,NA
360,1214,agnosia,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
361,1219,agonies,12,9,10,8,0.235294118,1.113943352,0.107296137,1,Noun,12,1,Noun,12,2.405777494,3
362,1222,agonist,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
363,1226,agony,191,171,176,159,3.745098039,2.283301229,2.038626609,2.235528447,Noun,191,1,Noun,191,3.575135371,3
364,1227,agora,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
365,1232,agoras,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
366,1233,agos,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
367,1242,agreement,892,603,867,594,17.49019608,2.950851459,7.188841202,2.781036939,Noun,887,1,Noun,887,4.242685601,3
368,1243,agreements,41,35,40,35,0.803921569,1.62324929,0.417262756,1.556302501,Noun,42,1,Noun,42,2.915083433,3
369,1245,agrement,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
370,1255,aguacate,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
371,1257,ague,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
372,1259,agura,2,2,1,1,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
373,1261,agy,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
374,1270,ahold,307,263,307,263,6.019607843,2.488550717,3.135431569,2.421603927,Noun,306,1,Noun,306,3.780384859,2
375,1273,ahs,4,4,2,2,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,1
376,1274,ahu,4,2,4,2,0.078431373,0.698970004,0.023843586,0.477121255,Noun,4,1,Noun,4,1.990804146,NA
377,1278,aide,103,81,87,70,2.019607843,2.017033339,0.965665236,1.913813852,Noun,103,1,Noun,103,3.308867481,1
378,1280,aider,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
379,1281,aides,32,28,32,28,0.62745098,1.51851394,0.333810205,1.462397998,Noun,32,1,Noun,32,2.810348082,1
380,1284,aikido,4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
381,1287,aileron,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
382,1288,ailerons,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,3
383,1290,ailment,26,23,26,23,0.509803922,1.431363764,0.27420124,1.380211242,Noun,26,1,Noun,26,2.723197906,2
384,1291,ailments,31,30,31,30,0.607843137,1.505149978,0.357653791,1.491361694,Noun,31,1,Noun,31,2.79698412,2
385,1295,aimer,3,2,3,2,0.058823529,0.602059991,0.023843586,0.477121255,Noun,3,1,Noun,3,1.893894133,NA
386,1302,ainu,3,1,0,0,0.058823529,0.602059991,0.011921793,0.301029996,Noun,3,1,Noun,3,1.893894133,2
387,1303,aioli,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
388,1305,airbag,20,14,20,14,0.392156863,1.322219295,0.166905103,1.176091259,Noun,20,1,Noun,20,2.614053437,2
389,1307,airbase,5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,Noun,5,1,Noun,5,2.069985393,2
390,1308,airboat,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,2
391,1314,aircraft,482,209,433,195,9.450980392,2.683947131,2.491654745,2.322219295,Noun,482,1,Noun,482,3.975781273,2
392,1315,aircrafts,11,9,10,8,0.215686275,1.079181246,0.107296137,1,Noun,11,1,Noun,11,2.371015388,2
393,1318,airdate,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
394,1319,airdrome,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
395,1320,airdromes,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
396,1321,airdrop,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,1,1,Noun,1,1.768955397,2
397,1322,aire,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,1,1,Noun,1,1.768955397,NA
398,1327,airfares,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,2
399,1328,airfield,118,69,86,58,2.31372549,2.075546961,0.82260372,1.84509804,Noun,118,1,Noun,118,3.367381104,2
400,1329,airfields,7,7,7,7,0.137254902,0.903089987,0.083452551,0.903089987,Noun,7,1,Noun,7,2.194924129,2
401,1331,airfoil,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
402,1333,airheads,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,NA
403,1334,airiness,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
404,1336,airings,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
405,1341,airlifts,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
406,1342,airline,331,189,311,181,6.490196078,2.521138084,2.253218884,2.278753601,Noun,331,1,Noun,331,3.812972226,2
407,1343,airliner,29,23,29,23,0.568627451,1.477121255,0.27420124,1.380211242,Noun,29,1,Noun,29,2.768955397,3
408,1344,airliners,7,7,7,7,0.137254902,0.903089987,0.083452551,0.903089987,Noun,7,1,Noun,7,2.194924129,3
409,1347,airlocks,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
410,1350,airmen,34,17,31,16,0.666666667,1.544068044,0.202670482,1.255272505,Noun,34,1,Noun,34,2.835902186,2
411,1351,airmobile,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
412,1356,airports,70,60,67,57,1.37254902,1.851258349,0.715307582,1.785329835,Noun,70,1,Noun,70,3.143092491,2
413,1358,airship,30,13,30,13,0.588235294,1.491361694,0.154983309,1.146128036,Noun,30,1,Noun,30,2.783195836,2
414,1359,airships,4,3,3,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,2
415,1362,airspace,82,51,81,51,1.607843137,1.919078092,0.608011445,1.716003344,Noun,82,1,Noun,82,3.210912235,2
416,1365,airstrike,7,3,7,3,0.137254902,0.903089987,0.035765379,0.602059991,Noun,7,1,Noun,7,2.194924129,2
417,1366,airstrikes,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,2
418,1368,airstrips,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,2
419,1370,airtime,13,12,13,12,0.254901961,1.146128036,0.143061516,1.113943352,Noun,13,1,Noun,13,2.437962178,2
420,1371,airwave,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
421,1372,airwaves,27,24,27,24,0.529411765,1.447158031,0.286123033,1.397940009,Noun,27,1,Noun,27,2.738992173,2
422,1374,airways,45,39,13,12,0.882352941,1.662757832,0.464949928,1.602059991,Noun,45,1,Noun,45,2.954591974,2
423,1377,ais,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,2,1,Noun,2,1.893894133,1
424,1378,aisle,379,284,343,263,7.431372549,2.579783597,3.385789223,2.45484486,Noun,379,1,Noun,379,3.871617739,1
425,1379,aisles,37,32,37,32,0.725490196,1.579783597,0.381497377,1.51851394,Noun,37,1,Noun,37,2.871617739,1
426,1384,ajog,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
