"","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue","syllables","cmu_syllss"
"24467","fisheries",11,7,2,2,0.215686274509804,1.07918124604762,0.0834525512637101,0.903089986991944,"Noun",11,1,"Noun","11",2.37101538819208,3,3
"24468","fisherman",221,145,186,126,4.33333333333333,2.34635297445064,1.72865999046257,2.16435285578444,"Noun",220,1,"Noun","220",3.6381871165951,3,3
"24469","fishermen",104,75,93,67,2.03921568627451,2.02118929906994,0.894134477825465,1.88081359228079,"Noun",104,1,"Noun","104",3.3130234412144,3,3
"24472","fishery",11,7,10,6,0.215686274509804,1.07918124604762,0.0834525512637101,0.903089986991944,"Noun",11,1,"Noun","11",2.37101538819208,3,3
"24482","fishmonger",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"24509","fists",151,125,138,117,2.96078431372549,2.18184358794477,1.49022412970911,2.10037054511756,"Noun",151,1,"Noun","151",3.47367773008923,1,1
"24542","fixation",35,30,34,29,0.686274509803922,1.55630250076729,0.357653791130186,1.49136169383427,"Noun",35,1,"Noun","35",2.84813664291175,3,3
"24561","fjord",24,6,24,6,0.470588235294118,1.39794000867204,0.0715307582260372,0.845098040014257,"Noun",24,1,"Noun","24",2.6897741508165,NA,1
"24562","fjords",9,5,3,3,0.176470588235294,1,0.0596089651883643,0.778151250383644,"Noun",9,1,"Noun","9",2.29183414214446,NA,1
"24576","flageolet",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"24596","flair",116,88,110,86,2.27450980392157,2.06818586174616,1.04911778731521,1.94939000664491,"Noun",115,1,"Noun","115",3.36002000389062,1,1
"24597","flak",54,38,44,31,1.05882352941176,1.74036268949424,0.453028135431569,1.5910646070265,"Noun",54,1,"Noun","54",3.0321968316387,1,1
"24615","flames",382,292,367,282,7.49019607843137,2.58319877396862,3.48116356700048,2.46686762035411,"Noun",382,1,"Noun","382",3.87503291611308,1,1
"24621","flamingos",22,16,15,11,0.431372549019608,1.36172783601759,0.190748688602766,1.23044892137827,"Noun",22,1,"Noun","22",2.65356197816205,NA,3
"24625","flan",86,11,39,10,1.68627450980392,1.93951925261862,0.131139723414402,1.07918124604762,"Noun",86,1,"Noun","86",3.23135339476308,1,1
"24635","flanks",33,22,33,22,0.647058823529412,1.53147891704226,0.262279446828803,1.36172783601759,"Noun",33,1,"Noun","33",2.82331305918672,1,1
"24676","flask",57,40,57,40,1.11764705882353,1.76342799356294,0.476871721506915,1.61278385671974,"Noun",57,1,"Noun","57",3.0552621357074,1,1
"24678","flasks",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,1,1
"24711","flattery",70,65,53,49,1.37254901960784,1.85125834871908,0.774916547448736,1.81954393554187,"Noun",70,1,"Noun","70",3.14309249086354,3,3
"24734","flavorings",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"24743","flaw",155,130,154,129,3.03921568627451,2.19312459835446,1.54983309489747,2.11727129565576,"Noun",155,1,"Noun","155",3.48495874049892,1,1
"24747","flaws",91,75,89,75,1.7843137254902,1.96378782734556,0.894134477825465,1.88081359228079,"Noun",91,1,"Noun","91",3.25562196949002,1,1
"24760","fleck",7,4,3,3,0.137254901960784,0.903089986991944,0.0476871721506915,0.698970004336019,"Noun",7,1,"Noun","7",2.1949241291364,1,1
"24762","flecks",20,19,20,19,0.392156862745098,1.32221929473392,0.226514067715784,1.30102999566398,"Noun",20,1,"Noun","20",2.61405343687838,1,1
"24776","fleer",4,3,2,2,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048,NA,1
"24783","fleets",18,13,17,12,0.352941176470588,1.27875360095283,0.154983309489747,1.14612803567824,"Noun",19,1,"Noun","19",2.57058774309729,1,1
"24791","flesh",1125,792,1062,773,22.0588235294118,3.05153839051533,9.44206008583691,2.8992731873176,"Noun",1126,1,"Noun","1126",4.34337253265979,1,1
"24833","flights",234,180,224,174,4.58823529411765,2.37106786227174,2.14592274678112,2.25767857486918,"Noun",235,1,"Noun","235",3.6629020044162,1,1
"24856","flints",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,1,1
"24869","flirtation",36,28,28,26,0.705882352941177,1.56820172406699,0.33381020505484,1.46239799789896,"Noun",36,1,"Noun","36",2.86003586621145,3,3
"24894","floats",101,92,98,90,1.98039215686275,2.00860017176192,1.0968049594659,1.96848294855394,"Noun",101,1,"Noun","101",3.30043431390638,1,1
"24900","flocks",18,16,15,13,0.352941176470588,1.27875360095283,0.190748688602766,1.23044892137827,"Noun",18,1,"Noun","18",2.57058774309729,1,1
"24917","floodwater",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"24925","floors",407,300,398,295,7.98039215686275,2.61066016308988,3.57653791130186,2.47856649559384,"Noun",407,1,"Noun","407",3.90249430523434,1,1
"24968","flotation",20,17,20,17,0.392156862745098,1.32221929473392,0.202670481640439,1.25527250510331,"Noun",20,1,"Noun","20",2.61405343687838,3,3
"24969","flotilla",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3,3
"25020","flue",21,17,21,17,0.411764705882353,1.34242268082221,0.202670481640439,1.25527250510331,"Noun",21,1,"Noun","21",2.63425682296667,1,1
"25036","fluke",89,65,80,61,1.74509803921569,1.95424250943932,0.774916547448736,1.81954393554187,"Noun",89,1,"Noun","89",3.24607665158378,1,1
"25037","flukes",6,6,5,5,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,NA,1
"25039","flume",8,3,6,3,0.156862745098039,0.954242509439325,0.0357653791130186,0.602059991327962,"Noun",7,1,"Noun","7",2.24607665158378,NA,1
"25069","flus",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"25078","flute",108,71,100,65,2.11764705882353,2.03742649794062,0.846447305674774,1.85733249643127,"Noun",108,1,"Noun","108",3.32926064008508,1,1
"25079","flutes",21,16,21,16,0.411764705882353,1.34242268082221,0.190748688602766,1.23044892137827,"Noun",21,1,"Noun","21",2.63425682296667,1,1
"25093","flycatcher",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"25120","foams",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281,NA,1
"25136","foe",94,76,91,75,1.84313725490196,1.97772360528885,0.906056270863138,1.88649072517248,"Noun",92,1,"Noun","92",3.26955774743331,1,1
"25155","fogs",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,1,1
"25165","foist",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378,NA,1
"25201","follicle",12,12,12,12,0.235294117647059,1.11394335230684,0.143061516452074,1.11394335230684,"Noun",12,1,"Noun","12",2.4057774944513,NA,3
"25202","follicles",17,16,17,16,0.333333333333333,1.25527250510331,0.190748688602766,1.23044892137827,"Noun",17,1,"Noun","17",2.54710664724777,NA,3
"25208","follower",34,30,33,30,0.666666666666667,1.54406804435028,0.357653791130186,1.49136169383427,"Noun",33,1,"Noun","33",2.83590218649474,3,3
"25209","followers",140,91,139,90,2.74509803921569,2.14921911265538,1.08488316642823,1.96378782734556,"Noun",140,1,"Noun","140",3.44105325479984,3,3
"25212","followings",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"25232","font",48,34,46,33,0.941176470588235,1.69019608002851,0.405340963280877,1.54406804435028,"Noun",48,1,"Noun","48",2.98203022217297,1,1
"25236","fonts",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",1,1,"Noun","1",1.76895539686412,NA,1
"25242","foods",154,127,133,110,3.01960784313725,2.19033169817029,1.51406771578445,2.10720996964787,"Noun",157,1,"Noun","157",3.48216584031475,1,1
"25250","foolery",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"25257","fools",681,509,601,467,13.3529411764706,2.83378437465648,6.06819265617549,2.70757017609794,"Noun",681,1,"Noun","681",4.12561851680094,1,1
"25316","fop",11,9,11,9,0.215686274509804,1.07918124604762,0.107296137339056,1,"Noun",11,1,"Noun","11",2.37101538819208,NA,1
"25326","foramen",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"25365","foreboding",23,21,22,21,0.450980392156863,1.38021124171161,0.25035765379113,1.34242268082221,"Noun",23,1,"Noun","23",2.67204538385607,3,3
"25383","forefather",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"25396","foreigner",150,102,132,93,2.94117647058824,2.17897694729317,1.21602288984263,2.01283722470517,"Noun",150,1,"Noun","150",3.47081108943763,3,3
"25397","foreigners",163,122,141,109,3.19607843137255,2.2148438480477,1.45445875059609,2.0899051114394,"Noun",163,1,"Noun","163",3.50667799019216,3,3
"25416","forerunner",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"25441","forester",3,3,1,1,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"25442","foresters",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"25444","forestry",11,10,4,4,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,"Noun",11,1,"Noun","11",2.37101538819208,3,3
"25448","foret",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"25473","forfeiture",10,6,9,5,0.196078431372549,1.04139268515823,0.0715307582260372,0.845098040014257,"Noun",10,1,"Noun","10",2.33322682730268,NA,3
"25480","forgeries",30,17,29,17,0.588235294117647,1.49136169383427,0.202670481640439,1.25527250510331,"Noun",30,1,"Noun","30",2.78319583597873,3,3
"25482","forgery",100,67,90,61,1.96078431372549,2.00432137378264,0.798760133524082,1.83250891270624,"Noun",100,1,"Noun","100",3.2961555159271,3,3
"25507","fork",450,316,390,285,8.82352941176471,2.65417654187796,3.76728659990463,2.50105926221775,"Noun",449,1,"Noun","449",3.94601068402242,1,1
"25531","formation",203,144,192,138,3.98039215686275,2.3096301674259,1.71673819742489,2.16136800223497,"Noun",204,1,"Noun","204",3.60146430957036,3,3
"25532","formations",33,28,33,28,0.647058823529412,1.53147891704226,0.33381020505484,1.46239799789896,"Noun",33,1,"Noun","33",2.82331305918672,3,3
"25544","formica",16,13,1,1,0.313725490196078,1.23044892137827,0.154983309489747,1.14612803567824,"Noun",16,1,"Noun","16",2.52228306352273,NA,3
"25552","formula",401,184,383,175,7.86274509803922,2.60422605308447,2.19360991893181,2.26717172840301,"Noun",402,1,"Noun","402",3.89606019522893,3,3
"25557","formulas",22,22,22,22,0.431372549019608,1.36172783601759,0.262279446828803,1.36172783601759,"Noun",22,1,"Noun","22",2.65356197816205,3,3
"25607","fortitude",33,31,32,30,0.647058823529412,1.53147891704226,0.369575584167859,1.50514997831991,"Noun",33,1,"Noun","33",2.82331305918672,3,3
"25613","fortresses",11,9,7,6,0.215686274509804,1.07918124604762,0.107296137339056,1,"Noun",11,1,"Noun","11",2.37101538819208,3,3
"25614","forts",20,17,17,16,0.392156862745098,1.32221929473392,0.202670481640439,1.25527250510331,"Noun",20,1,"Noun","20",2.61405343687838,1,1
"25630","forwarder",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"25751","fragrances",4,4,1,1,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"25770","franc",41,27,36,22,0.803921568627451,1.6232492903979,0.321888412017167,1.44715803134222,"Noun",41,1,"Noun","41",2.91508343254236,1,1
"25775","franchisee",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"25776","franchises",26,20,26,20,0.509803921568627,1.43136376415899,0.238435860753457,1.32221929473392,"Noun",25,1,"Noun","25",2.72319790630345,3,3
"25784","francs",261,79,256,77,5.11764705882353,2.41830129131975,0.941821649976156,1.90308998699194,"Noun",261,1,"Noun","261",3.71013543346421,1,1
"25831","fraud",512,342,492,332,10.0392156862745,2.71011736511182,4.07725321888412,2.53529412004277,"Noun",512,1,"Noun","512",4.00195150725628,1,1
"25832","frauds",40,32,38,30,0.784313725490196,1.61278385671974,0.381497377205532,1.51851393987789,"Noun",40,1,"Noun","40",2.9046179988642,1,1
"25924","freight",196,144,178,133,3.84313725490196,2.29446622616159,1.71673819742489,2.16136800223497,"Noun",195,1,"Noun","195",3.58630036830605,1,1
"25930","fremitus",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"25939","frenulum",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"25946","frequency",337,231,326,227,6.6078431372549,2.52891670027765,2.75393419170243,2.3654879848909,"Noun",337,1,"Noun","337",3.82075084242211,3,3
"25954","freres",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"25962","freshener",20,18,20,18,0.392156862745098,1.32221929473392,0.214592274678112,1.27875360095283,"Noun",20,1,"Noun","20",2.61405343687838,NA,3
"25963","fresheners",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"25996","fridge",502,392,499,390,9.84313725490196,2.70156798505593,4.67334287076776,2.59439255037543,"Noun",502,1,"Noun","502",3.99340212720039,1,1
"26013","frieze",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,1,1
"26019","fright",141,113,131,111,2.76470588235294,2.15228834438306,1.34716261325703,2.05690485133647,"Noun",141,1,"Noun","141",3.44412248652752,1,1
"26037","frill",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,1,1
"26038","frills",19,15,18,15,0.372549019607843,1.30102999566398,0.178826895565093,1.20411998265592,"Noun",19,1,"Noun","19",2.59286413780844,1,1
"26040","fringe",85,69,71,63,1.66666666666667,1.93449845124357,0.822603719599428,1.84509804001426,"Noun",85,1,"Noun","85",3.22633259338803,1,1
"26057","frist",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"26092","frogs",172,95,147,88,3.37254901960784,2.2380461031288,1.13257033857892,1.98227123303957,"Noun",172,1,"Noun","172",3.52988024527326,1,1
"26101","frond",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412,1,1
"26102","fronds",7,5,7,5,0.137254901960784,0.903089986991944,0.0596089651883643,0.778151250383644,"Noun",7,1,"Noun","7",2.1949241291364,1,1
"26114","fronts",47,47,45,45,0.92156862745098,1.68124123737559,0.560324272770625,1.68124123737559,"Noun",47,1,"Noun","47",2.97307537952005,1,1
"26127","frosts",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,1,1
"26153","fruit",1108,715,994,661,21.7254901960784,3.04493154614916,8.5240820219361,2.85491302230786,"Noun",1108,1,"Noun","1108",4.33676568829362,1,1
"26161","fruition",17,16,17,16,0.333333333333333,1.25527250510331,0.190748688602766,1.23044892137827,"Noun",17,1,"Noun","17",2.54710664724777,3,3
"26164","fruits",143,118,129,110,2.80392156862745,2.15836249209525,1.4067715784454,2.07554696139253,"Noun",143,1,"Noun","143",3.45019663423971,1,1
"26219","fugitive",264,195,249,185,5.17647058823529,2.42324587393681,2.32474964234621,2.29225607135648,"Noun",262,1,"Noun","262",3.71508001608127,3,3
"26220","fugitives",54,48,52,46,1.05882352941176,1.74036268949424,0.572246065808298,1.69019608002851,"Noun",54,1,"Noun","54",3.0321968316387,3,3
"26223","fugue",27,11,25,10,0.529411764705882,1.44715803134222,0.131139723414402,1.07918124604762,"Noun",27,1,"Noun","27",2.73899217348668,1,1
"26262","fumes",146,110,134,107,2.86274509803922,2.16731733474818,1.31139723414402,2.04532297878666,"Noun",145,1,"Noun","145",3.45915147689264,1,1
"26298","fundraiser",97,75,92,71,1.90196078431373,1.99122607569249,0.894134477825465,1.88081359228079,"Noun",97,1,"Noun","97",3.28306021783695,NA,3
"26304","funerals",164,126,148,114,3.2156862745098,2.21748394421391,1.50214592274678,2.10380372095596,"Noun",165,1,"Noun","165",3.50931808635837,3,3
"26313","fungicide",3,2,2,1,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"26314","fungicides",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3,3
"26339","funs",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"26361","furnaces",19,16,18,16,0.372549019607843,1.30102999566398,0.190748688602766,1.23044892137827,"Noun",19,1,"Noun","19",2.59286413780844,3,3
"26367","furniture",769,538,729,523,15.078431372549,2.88649072517248,6.413924654268,2.73158876518674,"Noun",767,1,"Noun","767",4.17832486731694,3,3
"26379","furs",81,66,74,59,1.58823529411765,1.91381385238372,0.786838340486409,1.82607480270083,"Noun",81,1,"Noun","81",3.20564799452818,1,1
"26417","futurist",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3,3
"26424","fuzz",95,71,88,66,1.86274509803922,1.98227123303957,0.846447305674774,1.85733249643127,"Noun",95,1,"Noun","95",3.27410537518403,1,1
"26462","gadgetry",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"26465","gads",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"26471","gaffe",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,1,1
"26500","gait",16,13,16,13,0.313725490196078,1.23044892137827,0.154983309489747,1.14612803567824,"Noun",16,1,"Noun","16",2.52228306352273,1,1
"26505","gal",725,429,671,411,14.2156862745098,2.86093662070009,5.11444921316166,2.63346845557959,"Noun",705,1,"Noun","705",4.15277076284455,1,1
"26514","galaxies",49,36,46,36,0.96078431372549,1.69897000433602,0.429184549356223,1.56820172406699,"Noun",48,1,"Noun","48",2.99080414648048,3,3
"26520","gales",9,9,8,8,0.176470588235294,1,0.107296137339056,1,"Noun",9,1,"Noun","9",2.29183414214446,1,1
"26530","gallantry",31,27,30,26,0.607843137254902,1.50514997831991,0.321888412017167,1.44715803134222,"Noun",31,1,"Noun","31",2.79698412046437,3,3
