"","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue","syllables","cmu_syllss"
"22370","etiquette",96,85,94,85,1.88235294117647,1.98677173426624,1.01335240820219,1.93449845124357,"Noun",98,1,"Noun","98",3.2786058764107,3,3
"22384","eucharist",3,2,0,0,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"22393","eugenics",4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"22395","eulogies",12,9,11,8,0.235294117647059,1.11394335230684,0.107296137339056,1,"Noun",12,1,"Noun","12",2.4057774944513,3,3
"22399","eulogy",84,42,80,42,1.64705882352941,1.92941892571429,0.50071530758226,1.63346845557959,"Noun",84,1,"Noun","84",3.22125306785875,3,3
"22407","euphony",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"22439","evader",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"22469","evasion",59,48,57,48,1.15686274509804,1.77815125038364,0.572246065808298,1.69019608002851,"Noun",59,1,"Noun","59",3.0699853925281,3,3
"22470","evasions",7,5,6,5,0.137254901960784,0.903089986991944,0.0596089651883643,0.778151250383644,"Noun",7,1,"Noun","7",2.1949241291364,3,3
"22498","evergreens",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3,3
"22520","eviction",43,36,37,33,0.843137254901961,1.64345267648619,0.429184549356223,1.56820172406699,"Noun",42,1,"Noun","42",2.93528681863065,3,3
"22521","evictions",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"22523","evidence",4335,1755,4177,1721,85,3.63708927353033,20.9227467811159,3.24452451157008,"Noun",4332,1,"Noun","4332",4.92892341567479,3,3
"22568","ewe",16,6,14,5,0.313725490196078,1.23044892137827,0.0715307582260372,0.845098040014257,"Noun",16,1,"Noun","16",2.52228306352273,1,1
"22569","ewes",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412,1,1
"22582","exaction",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"22583","exactions",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"22611","examples",97,87,94,84,1.90196078431373,1.99122607569249,1.03719599427754,1.94448267215017,"Noun",97,1,"Noun","97",3.28306021783695,3,3
"22644","exception",409,375,396,367,8.01960784313725,2.61278385671974,4.47067238912732,2.57518784492766,"Noun",410,1,"Noun","410",3.9046179988642,3,3
"22647","exceptions",146,131,144,131,2.86274509803922,2.16731733474818,1.56175488793515,2.12057393120585,"Noun",146,1,"Noun","146",3.45915147689264,3,3
"22653","excesses",15,14,15,14,0.294117647058824,1.20411998265592,0.16690510252742,1.17609125905568,"Noun",15,1,"Noun","15",2.49595412480038,3,3
"22658","exchanger",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"22659","exchanges",24,23,24,23,0.470588235294118,1.39794000867204,0.274201239866476,1.38021124171161,"Noun",24,1,"Noun","24",2.6897741508165,3,3
"22661","exchequer",5,3,0,0,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"22666","excision",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"22691","exclusion",12,12,11,11,0.235294117647059,1.11394335230684,0.143061516452074,1.11394335230684,"Noun",11,1,"Noun","11",2.4057774944513,3,3
"22693","exclusions",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"22706","excrement",62,25,49,24,1.2156862745098,1.79934054945358,0.298044825941822,1.41497334797082,"Noun",62,1,"Noun","62",3.09117469159804,3,3
"22715","excretion",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,NA,3
"22722","excursion",34,34,31,31,0.666666666666667,1.54406804435028,0.405340963280877,1.54406804435028,"Noun",34,1,"Noun","34",2.83590218649474,3,3
"22723","excursions",8,7,8,7,0.156862745098039,0.954242509439325,0.0834525512637101,0.903089986991944,"Noun",8,1,"Noun","8",2.24607665158378,3,3
"22729","excuses",441,371,425,364,8.64705882352941,2.64542226934909,4.42298521697663,2.5705429398819,"Noun",440,1,"Noun","440",3.93725641149355,3,3
"22751","exemplars",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"22759","exemption",20,17,19,16,0.392156862745098,1.32221929473392,0.202670481640439,1.25527250510331,"Noun",19,1,"Noun","19",2.61405343687838,3,3
"22760","exemptions",6,4,6,4,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"22770","exertion",15,12,15,12,0.294117647058824,1.20411998265592,0.143061516452074,1.11394335230684,"Noun",15,1,"Noun","15",2.49595412480038,3,3
"22771","exertions",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3,3
"22791","exhaustion",82,73,78,70,1.6078431372549,1.91907809237607,0.870290891750119,1.86923171973098,"Noun",82,1,"Noun","82",3.21091223452053,3,3
"22827","existence",596,475,588,473,11.6862745098039,2.77597433112937,5.66285169289461,2.67760695272049,"Noun",596,1,"Noun","596",4.06780847327383,3,3
"22847","exodus",40,33,15,15,0.784313725490196,1.61278385671974,0.393419170243205,1.53147891704226,"Noun",40,1,"Noun","40",2.9046179988642,3,3
"22860","exorcists",6,4,5,4,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",6,1,"Noun","6",2.13693218215872,NA,3
"22870","exotics",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"22879","expansion",88,73,82,69,1.72549019607843,1.94939000664491,0.870290891750119,1.86923171973098,"Noun",88,1,"Noun","88",3.24122414878937,3,3
"22883","expansions",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"22931","expenses",393,316,381,307,7.70588235294118,2.59549622182557,3.76728659990463,2.50105926221775,"Noun",393,1,"Noun","393",3.88733036397003,3,3
"22949","expertise",203,177,199,175,3.98039215686275,2.3096301674259,2.1101573676681,2.25042000230889,"Noun",203,1,"Noun","203",3.60146430957036,3,3
"22964","expiry",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,4,3
"22975","expletives",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"23003","explorer",97,63,58,45,1.90196078431373,1.99122607569249,0.751072961373391,1.80617997398389,"Noun",97,1,"Noun","97",3.28306021783695,3,3
"23004","explorers",59,40,51,35,1.15686274509804,1.77815125038364,0.476871721506915,1.61278385671974,"Noun",59,1,"Noun","59",3.0699853925281,3,3
"23007","explosion",841,467,763,438,16.4901960784314,2.92531209149965,5.56747734859323,2.67024585307412,"Noun",840,1,"Noun","840",4.21714623364411,3,3
"23008","explosions",154,102,129,86,3.01960784313725,2.19033169817029,1.21602288984263,2.01283722470517,"Noun",153,1,"Noun","153",3.48216584031475,3,3
"23012","explosives",331,207,309,198,6.49019607843137,2.52113808370404,2.46781115879828,2.31806333496276,"Noun",331,1,"Noun","331",3.8129722258485,3,3
"23014","exponent",4,4,3,3,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"23017","exponents",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3,3
"23021","exporter",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"23033","exposure",291,240,281,237,5.70588235294118,2.46538285144842,2.86123032904149,2.38201704257487,"Noun",290,1,"Noun","290",3.75721699359288,3,3
"23034","exposures",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"23043","expression",651,549,649,547,12.7647058823529,2.81424759573192,6.5450643776824,2.74036268949424,"Noun",650,1,"Noun","650",4.10608173787638,3,3
"23054","expresso",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"23055","expressway",49,41,33,28,0.96078431372549,1.69897000433602,0.488793514544588,1.6232492903979,"Noun",49,1,"Noun","49",2.99080414648048,3,3
"23060","expulsion",41,31,40,30,0.803921568627451,1.6232492903979,0.369575584167859,1.50514997831991,"Noun",41,1,"Noun","41",2.91508343254236,3,3
"23079","extenders",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"23083","extension",275,221,254,208,5.3921568627451,2.44090908206522,2.6347162613257,2.34635297445064,"Noun",275,1,"Noun","275",3.73274322420968,3,3
"23084","extensions",26,24,25,23,0.509803921568627,1.43136376415899,0.286123032904149,1.39794000867204,"Noun",26,1,"Noun","26",2.72319790630345,3,3
"23111","extinction",76,65,71,63,1.49019607843137,1.88649072517248,0.774916547448736,1.81954393554187,"Noun",76,1,"Noun","76",3.17832486731694,3,3
"23127","extortion",131,112,111,96,2.56862745098039,2.12057393120585,1.33524082021936,2.05307844348342,"Noun",131,1,"Noun","131",3.41240807335031,3,3
"23178","extremists",22,21,20,19,0.431372549019608,1.36172783601759,0.25035765379113,1.34242268082221,"Noun",22,1,"Noun","22",2.65356197816205,3,3
"23184","extrovert",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"23189","extrusion",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"23219","eyedropper",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,NA,3
"23222","eyeglasses",34,24,31,22,0.666666666666667,1.54406804435028,0.286123032904149,1.39794000867204,"Noun",33,1,"Noun","33",2.83590218649474,3,3
"23226","eyelashes",62,44,52,43,1.2156862745098,1.79934054945358,0.524558893657606,1.65321251377534,"Noun",62,1,"Noun","62",3.09117469159804,3,3
"23232","eyeliner",52,37,51,37,1.01960784313725,1.72427586960079,0.441106342393896,1.57978359661681,"Noun",51,1,"Noun","51",3.01611001174525,NA,3
"23247","eyewitness",202,129,177,118,3.96078431372549,2.30749603791321,1.5379113018598,2.11394335230684,"Noun",202,1,"Noun","202",3.59933018005767,3,3
"23272","fac",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"23318","factories",119,97,116,97,2.33333333333333,2.07918124604762,1.15641392465427,1.99122607569249,"Noun",118,1,"Noun","118",3.37101538819208,3,3
"23321","factory",857,483,791,461,16.8039215686275,2.93348728784871,5.75822603719599,2.68484536164441,"Noun",857,1,"Noun","857",4.22532142999317,3,3
"23323","facts",1393,899,1319,872,27.3137254901961,3.14426277376199,10.7176919408679,2.95424250943932,"Noun",1393,1,"Noun","1393",4.43609691590645,1,1
"23326","faculties",34,29,32,27,0.666666666666667,1.54406804435028,0.345731998092513,1.47712125471966,"Noun",34,1,"Noun","34",2.83590218649474,3,3
"23327","faculty",248,160,227,150,4.86274509803922,2.39619934709574,1.90748688602766,2.20682587603185,"Noun",246,1,"Noun","246",3.6880334892402,3,3
"23328","fad",39,36,39,36,0.764705882352941,1.60205999132796,0.429184549356223,1.56820172406699,"Noun",39,1,"Noun","39",2.89389413347242,1,1
"23339","fads",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,1,1
"23357","fags",78,53,60,47,1.52941176470588,1.89762709129044,0.631855030996662,1.73239375982297,"Noun",81,1,"Noun","81",3.1894612334349,1,1
"23381","faire",33,21,23,18,0.647058823529412,1.53147891704226,0.25035765379113,1.34242268082221,"Noun",33,1,"Noun","33",2.82331305918672,NA,1
"23396","fairyland",12,9,10,7,0.235294117647059,1.11394335230684,0.107296137339056,1,"Noun",12,1,"Noun","12",2.4057774944513,3,3
"23405","faiths",13,13,12,12,0.254901960784314,1.14612803567824,0.154983309489747,1.14612803567824,"Noun",13,1,"Noun","13",2.4379621778227,1,1
"23408","fajitas",20,10,15,9,0.392156862745098,1.32221929473392,0.119217930376729,1.04139268515823,"Noun",20,1,"Noun","20",2.61405343687838,NA,3
"23422","falconry",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"23426","fallacies",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"23428","fallacy",20,17,20,17,0.392156862745098,1.32221929473392,0.202670481640439,1.25527250510331,"Noun",20,1,"Noun","20",2.61405343687838,3,3
"23453","falsity",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,3,3
"23476","family",18067,5340,17344,5255,354.254901960784,4.25691008188936,63.6623748211731,3.72762257796914,"Noun",18035,1,"Noun","18035",5.54874422403382,3,3
"23489","fanatics",48,46,46,44,0.941176470588235,1.69019608002851,0.548402479732952,1.67209785793572,"Noun",48,1,"Noun","48",2.98203022217297,3,3
"23499","fandango",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"23506","fangs",91,63,80,58,1.7843137254902,1.96378782734556,0.751072961373391,1.80617997398389,"Noun",91,1,"Noun","91",3.25562196949002,1,1
"23520","fantasies",255,210,250,208,5,2.40823996531185,2.5035765379113,2.32428245529769,"Noun",253,1,"Noun","253",3.70007410745631,3,3
"23544","farce",89,68,88,67,1.74509803921569,1.95424250943932,0.810681926561755,1.83884909073726,"Noun",89,1,"Noun","89",3.24607665158378,1,1
"23568","farmhouses",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"23580","farrier",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"23608","fascism",39,28,29,20,0.764705882352941,1.60205999132796,0.33381020505484,1.46239799789896,"Noun",39,1,"Noun","39",2.89389413347242,3,3
"23627","fastener",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"23628","fasteners",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"23630","fastenings",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,2,3
"23644","fatalist",3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"23654","fates",59,52,38,34,1.15686274509804,1.77815125038364,0.619933237958989,1.72427586960079,"Noun",60,1,"Noun","60",3.0699853925281,1,1
"23661","fatherhood",23,20,23,20,0.450980392156863,1.38021124171161,0.238435860753457,1.32221929473392,"Noun",23,1,"Noun","23",2.67204538385607,3,3
"23663","fatherland",39,22,29,15,0.764705882352941,1.60205999132796,0.262279446828803,1.36172783601759,"Noun",39,1,"Noun","39",2.89389413347242,3,3
"23679","fats",48,28,30,13,0.941176470588235,1.69019608002851,0.33381020505484,1.46239799789896,"Noun",48,1,"Noun","48",2.98203022217297,1,1
"23715","fave",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,NA,1
"23725","favorites",200,182,199,181,3.92156862745098,2.30319605742049,2.16976633285646,2.26245108973043,"Noun",199,1,"Noun","199",3.59503019956495,NA,3
"23757","fealty",8,5,6,5,0.156862745098039,0.954242509439325,0.0596089651883643,0.778151250383644,"Noun",8,1,"Noun","8",2.24607665158378,NA,3
"23775","feasts",11,11,11,11,0.215686274509804,1.07918124604762,0.131139723414402,1.07918124604762,"Noun",11,1,"Noun","11",2.37101538819208,1,1
"23776","feat",78,70,76,69,1.52941176470588,1.89762709129044,0.834525512637101,1.85125834871908,"Noun",78,1,"Noun","78",3.1894612334349,1,1
"23778","featherbed",8,5,4,4,0.156862745098039,0.954242509439325,0.0596089651883643,0.778151250383644,"Noun",8,1,"Noun","8",2.24607665158378,NA,3
"23790","feats",24,20,24,20,0.470588235294118,1.39794000867204,0.238435860753457,1.32221929473392,"Noun",24,1,"Noun","24",2.6897741508165,1,1
"23812","federals",6,5,3,3,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",6,1,"Noun","6",2.13693218215872,NA,3
"23816","fedora",13,11,13,11,0.254901960784314,1.14612803567824,0.131139723414402,1.07918124604762,"Noun",13,1,"Noun","13",2.4379621778227,NA,3
"23819","fee",494,358,475,349,9.68627450980392,2.69460519893357,4.26800190748689,2.55509444857832,"Noun",494,1,"Noun","494",3.98643934107803,1,1
"23849","fees",144,123,139,119,2.82352941176471,2.16136800223497,1.46638054363376,2.09342168516224,"Noun",146,1,"Noun","146",3.45320214437943,1,1
"23861","feist",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"23889","fellowship",150,83,127,73,2.94117647058824,2.17897694729317,0.989508822126848,1.92427928606188,"Noun",150,1,"Noun","150",3.47081108943763,3,3
"23893","felonies",33,29,33,29,0.647058823529412,1.53147891704226,0.345731998092513,1.47712125471966,"Noun",33,1,"Noun","33",2.82331305918672,NA,3
"23903","felts",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"23913","feminists",31,26,27,22,0.607843137254902,1.50514997831991,0.309966618979495,1.43136376415899,"Noun",31,1,"Noun","31",2.79698412046437,3,3
"23921","fen",18,5,2,2,0.352941176470588,1.27875360095283,0.0596089651883643,0.778151250383644,"Noun",18,1,"Noun","18",2.57058774309729,1,1
"23940","fent",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412,NA,1
"23944","feria",4,2,4,2,0.0784313725490196,0.698970004336019,0.0238435860753457,0.477121254719662,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"23952","fermium",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"23954","ferns",14,11,9,8,0.274509803921569,1.17609125905568,0.131139723414402,1.07918124604762,"Noun",14,1,"Noun","14",2.46792540120014,1,1
"23975","ferryboats",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"23976","ferryman",6,5,6,5,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",6,1,"Noun","6",2.13693218215872,NA,3
"23999","fest",69,47,49,35,1.35294117647059,1.84509804001426,0.560324272770625,1.68124123737559,"Noun",69,1,"Noun","69",3.13693218215872,NA,1
"24006","festivals",36,24,34,23,0.705882352941177,1.56820172406699,0.286123032904149,1.39794000867204,"Noun",36,1,"Noun","36",2.86003586621145,3,3
"24013","fests",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,1
"24022","fete",16,9,16,9,0.313725490196078,1.23044892137827,0.107296137339056,1,"Noun",16,1,"Noun","16",2.52228306352273,1,1
"24030","fetishist",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"24032","fetishists",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"24053","feuds",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378,1,1
"24072","fiance",201,115,197,113,3.94117647058824,2.30535136944662,1.37100619933238,2.06445798922692,"Noun",616,1,"Noun","616",3.59718551159108,3,3
"24077","fiasco",83,70,82,69,1.62745098039216,1.92427928606188,0.834525512637101,1.85125834871908,"Noun",84,1,"Noun","84",3.21611342820634,3,3
"24124","fiddlers",4,4,3,3,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"24135","fides",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,1
"24144","fief",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"24159","fiends",39,35,38,34,0.764705882352941,1.60205999132796,0.41726275631855,1.55630250076729,"Noun",39,1,"Noun","39",2.89389413347242,1,1
"24178","fig",62,45,36,29,1.2156862745098,1.79934054945358,0.536480686695279,1.66275783168157,"Noun",62,1,"Noun","62",3.09117469159804,1,1
"24191","figs",35,23,26,21,0.686274509803922,1.55630250076729,0.274201239866476,1.38021124171161,"Noun",35,1,"Noun","35",2.84813664291175,1,1
"24192","figura",5,3,4,3,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"24199","figurehead",14,13,14,13,0.274509803921569,1.17609125905568,0.154983309489747,1.14612803567824,"Noun",14,1,"Noun","14",2.46792540120014,3,3
"24204","figurine",14,9,14,9,0.274509803921569,1.17609125905568,0.107296137339056,1,"Noun",14,1,"Noun","14",2.46792540120014,3,3
"24205","figurines",25,17,24,16,0.490196078431373,1.41497334797082,0.202670481640439,1.25527250510331,"Noun",25,1,"Noun","25",2.70680749011528,3,3
"24209","filament",17,8,16,8,0.333333333333333,1.25527250510331,0.0953743443013829,0.954242509439325,"Noun",17,1,"Noun","17",2.54710664724777,3,3
"24210","filaments",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"24230","filigree",5,4,4,3,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"24264","filmmakers",30,23,29,22,0.588235294117647,1.49136169383427,0.274201239866476,1.38021124171161,"Noun",30,1,"Noun","30",2.78319583597873,NA,3
"24281","filtration",23,17,23,17,0.450980392156863,1.38021124171161,0.202670481640439,1.25527250510331,"Noun",23,1,"Noun","23",2.67204538385607,3,3
"24288","finale",125,87,115,78,2.45098039215686,2.10037054511756,1.03719599427754,1.94448267215017,"Noun",124,1,"Noun","124",3.39220468726202,3,3
"24292","finalist",24,17,23,16,0.470588235294118,1.39794000867204,0.202670481640439,1.25527250510331,"Noun",24,1,"Noun","24",2.6897741508165,NA,3
"24293","finalists",57,36,55,34,1.11764705882353,1.76342799356294,0.429184549356223,1.56820172406699,"Noun",57,1,"Noun","57",3.0552621357074,3,3
"24302","finances",79,73,76,70,1.54901960784314,1.90308998699194,0.870290891750119,1.86923171973098,"Noun",79,1,"Noun","79",3.1949241291364,3,3
"24305","financier",17,17,17,17,0.333333333333333,1.25527250510331,0.202670481640439,1.25527250510331,"Noun",17,1,"Noun","17",2.54710664724777,3,3
"24306","financiers",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",5,1,"Noun","5",2.13693218215872,3,3
"24321","finery",14,14,14,14,0.274509803921569,1.17609125905568,0.16690510252742,1.17609125905568,"Noun",14,1,"Noun","14",2.46792540120014,3,3
"24334","fingernail",68,50,66,48,1.33333333333333,1.83884909073726,0.596089651883643,1.70757017609794,"Noun",68,1,"Noun","68",3.13068323288172,3,3
"24342","fingertips",84,73,80,71,1.64705882352941,1.92941892571429,0.870290891750119,1.86923171973098,"Noun",84,1,"Noun","84",3.22125306785875,3,3
"24350","finisher",8,7,5,4,0.156862745098039,0.954242509439325,0.0834525512637101,0.903089986991944,"Noun",8,1,"Noun","8",2.24607665158378,NA,3
"24351","finishers",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"24364","finns",4,4,0,0,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",7,1,"Noun","7",1.99080414648048,NA,1
"24367","fins",60,42,53,39,1.17647058823529,1.78532983501077,0.50071530758226,1.63346845557959,"Noun",60,1,"Noun","60",3.07716397715523,1,1
"24372","firearm",76,66,74,66,1.49019607843137,1.88649072517248,0.786838340486409,1.82607480270083,"Noun",75,1,"Noun","75",3.17832486731694,3,3
"24386","firebrand",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3,3
"24399","fireflies",52,28,43,24,1.01960784313725,1.72427586960079,0.33381020505484,1.46239799789896,"Noun",52,1,"Noun","52",3.01611001174525,3,3
"24407","fireplace",259,189,253,186,5.07843137254902,2.41497334797082,2.25321888412017,2.27875360095283,"Noun",258,1,"Noun","258",3.70680749011528,3,3
"24411","firepower",98,85,95,84,1.92156862745098,1.99563519459755,1.01335240820219,1.93449845124357,"Noun",97,1,"Noun","97",3.28746933674201,4,3
"24416","fireside",20,16,20,16,0.392156862745098,1.32221929473392,0.190748688602766,1.23044892137827,"Noun",19,1,"Noun","19",2.61405343687838,3,3
"24426","fireweed",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"24427","firewood",77,65,72,62,1.50980392156863,1.89209460269048,0.774916547448736,1.81954393554187,"Noun",77,1,"Noun","77",3.18392874483494,3,3
"24454","firsts",23,15,21,14,0.450980392156863,1.38021124171161,0.178826895565093,1.20411998265592,"Noun",23,1,"Noun","23",2.67204538385607,1,1
"24455","firth",8,4,2,2,0.156862745098039,0.954242509439325,0.0476871721506915,0.698970004336019,"Noun",7,1,"Noun","7",2.24607665158378,1,1
