word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s
caliper-N	2	7	6	3	0	0	0	0	N
caller-J	2	6	5	2	0	0	0	0	J
caller-N	2	6	4	2	0	0	0	0	N
calling-J	45	7	5	2	0	0	0	0	J
calling-N	45	7	5	2	0	0	0	0	N
calling-V	45	7	5	2	0	0	0	0	V
call-J	188	4	3	1	599	389	424	225	J
call-N	188	4	3	1	599	389	424	225	N
callous-J	7	7	5	2	0	0	0	0	J
callous-V	7	7	5	2	0	0	0	0	V
call-V	188	4	3	1	599	389	424	225	V
calm-J	35	4	3	1	547	360	439	0	J
calm-N	35	4	3	1	547	360	439	0	N
calmness-N	2	8	6	2	452	315	437	453	N
calm-V	35	4	3	1	547	360	439	0	V
caloric-J	3	7	7	3	0	0	0	0	J
calorie-N	1	7	6	3	0	0	0	0	N
calumny-N	1	7	7	3	0	0	0	0	N
calvary-N	2	7	7	3	0	0	0	0	N
calvinist-N	1	9	9	3	0	0	0	0	N
cam-A	1	3	3	1	0	0	0	0	A
camel-N	1	5	5	2	421	597	561	0	N
cameo-J	1	5	5	2	0	0	0	0	J
cameo-N	1	5	5	3	0	0	0	0	N
camera-N	36	6	6	3	550	627	576	0	N
came-V	622	4	3	1	563	265	288	0	V
cam-J	1	3	3	1	0	0	0	0	J
cam-N	1	3	3	1	0	0	0	0	N
camouflage-N	3	10	8	3	341	480	513	0	N
camouflage-V	3	10	8	3	341	480	513	0	V
campaign-J	81	8	6	2	0	0	0	0	J
campaign-N	81	8	6	2	0	0	0	0	N
campaign-V	81	8	6	2	0	0	0	0	V
camper-N	3	6	6	2	0	0	0	0	N
camping-J	18	7	6	2	0	0	0	0	J
camping-N	18	7	6	2	0	0	0	0	N
camping-V	18	7	6	2	0	0	0	0	V
camp-J	75	4	4	1	541	571	588	308	J
camp-N	75	4	4	1	541	571	588	308	N
campus-N	33	6	6	2	0	0	0	0	N
camp-V	75	4	4	1	541	571	588	308	V
canadian-J	7	8	8	3	0	0	0	0	J
canadian-N	7	8	8	3	0	0	0	0	N
canal-N	3	5	5	2	464	598	588	350	N
canal-V	3	5	5	2	464	598	588	350	V
cancel-N	7	6	5	2	0	0	0	0	N
cancel-V	7	6	6	2	0	0	0	0	V
cancer-N	25	6	5	2	556	615	567	0	N
cancer-V	25	6	6	2	556	615	567	0	V
candidacy-N	6	9	9	4	0	0	0	0	N
candidate-N	34	9	8	3	488	489	452	578	N
candid-J	3	6	6	2	374	0	337	0	J
candle-N	18	6	5	2	544	565	594	0	N
candour-N	1	7	5	2	0	0	0	0	N
candy-N	16	5	5	2	559	602	601	0	N
candy-V	16	5	5	2	559	602	601	0	V
cane-N	12	4	3	1	442	590	608	0	N
cane-V	12	4	3	1	442	590	608	0	V
canine-J	1	6	5	2	0	0	0	0	J
canine-J	1	6	5	2	0	0	0	0	J
canine-N	1	6	5	2	0	0	0	0	N
canister-N	2	8	7	3	0	0	0	0	N
canister-V	2	8	8	3	0	0	0	0	V
canker-N	1	6	5	2	0	0	0	0	N
canker-V	1	6	5	2	0	0	0	0	V
can-N	1772	3	3	1	620	365	369	0	N
cannery-N	14	7	6	3	0	0	0	0	N
canning-J	7	7	5	2	0	0	0	0	J
canning-V	7	7	5	2	0	0	0	0	V
cannon-N	7	6	5	2	498	604	588	0	N
cannon-V	7	6	5	2	498	604	588	0	V
cannot-N	258	6	5	2	0	0	0	0	N
cannot-V	258	6	5	2	0	0	0	0	V
canny-A	2	5	4	2	0	0	0	0	A
canny-J	2	5	4	2	0	0	0	0	J
canoe-N	7	5	4	2	441	623	602	394	N
canoe-V	7	5	4	2	441	623	602	394	V
canon-J	5	5	5	2	424	541	493	0	J
canon-N	5	5	5	2	424	541	493	0	N
canopy-N	2	6	6	3	0	0	0	0	N
canopy-V	2	6	6	3	0	0	0	0	V
canted-V	1	6	6	2	0	0	0	0	V
canteen-N	2	7	6	2	490	587	540	436	N
canter-N	1	6	5	2	0	0	0	0	N
canter-N	1	6	5	2	0	0	0	0	N
canter-V	1	6	5	2	0	0	0	0	V
canticle-N	1	8	7	3	0	0	0	0	N
cant-J	1	4	4	1	0	0	0	0	J
cant-N	1	4	4	1	0	0	0	0	N
canto-N	3	5	5	2	0	0	0	0	N
cantonese-J	1	9	8	3	0	0	0	0	J
cantonese-N	1	9	8	3	0	0	0	0	N
cantonment-N	1	10	10	3	0	0	0	0	N
cantor-N	2	6	5	2	0	0	0	0	N
cant-V	1	4	4	1	0	0	0	0	V
can't-V	169	5	4	1	0	0	0	0	V
can-V	1772	3	3	1	620	365	369	0	V
can-V	1772	3	3	1	620	365	369	0	V
canvas-J	19	6	6	2	0	0	0	0	J
canvas-N	19	6	6	2	0	0	0	0	N
canvass-N	3	7	6	2	0	0	0	0	N
canvass-V	3	7	6	2	0	0	0	0	V
canvas-V	19	6	6	2	0	0	0	0	V
canyon-N	12	6	6	2	0	0	0	0	N
capability-N	14	10	10	5	0	0	0	0	N
capable-J	66	7	6	3	554	0	315	0	J
capacious-J	1	9	7	3	0	0	0	0	J
capacious-N	1	9	7	3	0	0	0	0	N
capacity-J	83	8	8	4	512	293	373	0	J
capacity-N	83	8	8	4	512	293	373	0	N
cape-N	20	4	3	1	521	581	566	0	N
caper-N	6	5	4	2	0	0	0	0	N
caper-N	6	5	4	2	0	0	0	0	N
caper-V	6	5	4	2	0	0	0	0	V
cape-V	20	4	3	1	521	581	566	0	V
capillary-J	8	9	8	4	0	0	0	0	J
capillary-N	8	9	8	4	0	0	0	0	N
capitalism-J	14	10	11	5	0	0	0	0	J
capitalism-N	14	10	11	5	0	0	0	0	N
capitalist-N	6	10	10	4	0	0	0	0	N
capitalize-N	4	10	9	4	0	0	0	0	N
capitalize-V	4	10	9	4	0	0	0	0	V
capital-J	85	7	6	3	538	448	518	380	J
capital-N	85	7	6	3	538	448	518	380	N
capitoline-J	1	10	9	4	0	0	0	0	J
capitol-N	22	7	6	3	529	529	545	0	N
cap-N	27	3	3	1	429	0	0	0	N
capote-N	1	6	5	2	0	0	0	0	N
capricious-J	1	10	8	3	0	0	0	0	J
capsicum-N	1	8	8	3	0	0	0	0	N
caps-N	6	4	4	1	0	0	0	0	N
capstan-N	1	7	7	2	0	0	0	0	N
capsule-N	5	7	7	2	505	540	594	0	N
capsule-V	5	7	7	2	505	540	594	0	V
caps-V	6	4	4	1	0	0	0	0	V
captaincy-N	1	9	8	3	0	0	0	0	N
captain-J	85	7	6	2	498	534	497	0	J
captain-N	85	7	6	2	498	534	497	0	N
captain-V	85	7	6	2	498	534	497	0	V
captious-J	1	8	6	2	0	0	0	0	J
captive-J	5	7	6	2	415	516	518	0	J
captive-N	5	7	6	2	415	516	518	0	N
captive-V	5	7	6	2	415	516	518	0	V
captivity-N	4	9	9	4	0	0	0	0	N
capture-N	17	7	6	2	0	0	0	0	N
capture-V	17	7	6	2	0	0	0	0	V
cap-V	27	3	3	1	429	0	0	0	V
caramel-J	1	7	7	3	0	0	0	0	J
caramel-N	1	7	7	3	0	0	0	0	N
caravan-N	8	7	7	3	304	539	562	0	N
caraway-N	2	7	6	3	0	0	0	0	N
carbide-N	2	7	5	2	0	0	0	0	N
carbine-N	6	7	5	2	0	0	0	0	N
carbon-N	30	6	5	2	470	511	445	0	N
carcass-N	7	7	5	2	0	0	0	0	N
carcass-V	7	7	5	2	0	0	0	0	V
carcinoma-N	1	9	8	4	0	0	0	0	N
cardamom-N	1	8	7	3	0	0	0	0	N
cardboard-J	5	9	6	2	0	0	0	0	J
cardboard-N	5	9	6	2	0	0	0	0	N
cardiac-J	1	7	6	3	0	0	0	0	J
cardiac-N	1	7	6	2	0	0	0	0	N
cardinal-J	15	8	6	3	451	600	531	0	J
cardinal-N	15	8	6	3	451	600	531	0	N
card-N	26	4	3	1	543	565	578	0	N
card-V	26	4	3	1	543	565	578	0	V
career-N	67	6	4	2	589	373	418	514	N
career-V	67	6	4	2	589	373	418	514	V
carefree-J	9	8	5	3	484	0	446	0	J
careful-J	62	7	5	3	605	0	346	0	J
careless-A	8	8	5	3	508	0	361	0	A
careless-J	8	8	5	3	508	0	361	0	J
care-N	162	4	2	1	563	342	383	0	N
caress-N	1	6	5	2	0	0	0	0	N
caress-V	1	6	5	2	0	0	0	0	V
caretaker-N	1	9	6	3	0	0	0	0	N
care-V	162	4	2	1	563	342	383	0	V
careworn-J	1	8	5	2	0	0	0	0	J
cargo-N	7	5	4	2	401	0	497	0	N
caribbean-J	7	9	8	4	0	0	0	0	J
caricature-J	2	10	10	4	0	0	0	0	J
caricature-N	2	10	9	4	0	0	0	0	N
caricature-V	2	10	9	4	0	0	0	0	V
carmen-N	2	6	5	2	0	0	0	0	N
carmine-J	2	7	5	2	0	0	0	0	J
carmine-N	2	7	5	2	0	0	0	0	N
car-N	274	3	2	1	634	622	638	197	N
carnality-N	1	9	8	4	0	0	0	0	N
carnal-J	2	6	4	2	0	0	0	0	J
carnal-N	2	6	4	2	0	0	0	0	N
carnal-V	2	6	4	2	0	0	0	0	V
carnival-N	9	8	7	3	0	0	0	0	N
carob-N	1	5	5	2	0	0	0	0	N
carol-N	2	5	5	2	489	535	499	0	N
carol-V	2	5	5	2	489	535	499	0	V
carpenter-N	6	9	7	3	0	0	0	0	N
carpenter-V	6	9	7	3	0	0	0	0	V
carpentry-J	4	9	8	3	0	0	0	0	J
carpentry-N	4	9	8	3	0	0	0	0	N
carpeting-N	2	9	7	3	0	0	0	0	N
carpeting-V	2	9	7	3	0	0	0	0	V
carpet-N	13	6	5	2	508	581	538	0	N
carpet-V	13	6	5	2	508	581	538	0	V
carraway-N	3	8	6	3	0	0	0	0	N
carriage-N	11	8	5	2	436	576	529	367	N
carrier-N	9	7	5	2	0	0	0	0	N
carrot-N	1	6	5	2	539	622	577	0	N
carrying-V	71	8	6	2	0	0	0	0	V
carry-N	88	5	4	2	554	364	393	0	N
carry-V	88	5	4	2	554	364	393	0	V
carte-N	1	5	3	1	0	0	0	0	N
carter-N	7	6	4	2	0	0	0	0	N
cartesian-J	1	9	8	3	0	0	0	0	J
cartilage-N	2	9	7	3	396	525	421	592	N
cart-N	5	4	3	1	454	576	597	258	N
cartoonist-N	3	10	8	3	0	0	0	0	N
cartoon-N	3	7	5	2	0	0	0	0	N
cartoon-V	3	7	5	2	0	0	0	0	V
cartridge-N	6	9	6	2	0	0	0	0	N
cart-V	5	4	3	1	454	576	597	258	V
carver-N	1	6	4	2	0	0	0	0	N
carve-V	3	5	3	1	0	0	0	0	V
carving-N	6	7	5	2	0	0	0	0	N
carving-V	6	7	5	2	0	0	0	0	V
caryatides-N	1	10	10	5	0	0	0	0	N
cascade-N	1	7	6	2	0	0	0	0	N
cascade-V	1	7	6	2	0	0	0	0	V
casein-N	1	6	6	3	0	0	0	0	N
case-N	362	4	3	1	553	548	517	311	N
case-V	362	4	3	1	553	548	517	311	V
cashmere-N	2	8	5	2	0	0	0	0	N
cash-N	36	4	3	1	592	547	588	0	N
cash-V	36	4	3	1	592	547	588	0	V
casino-N	2	6	6	3	0	0	0	0	N
cask-J	1	4	4	1	0	0	0	0	J
cask-N	1	4	4	1	0	0	0	0	N
cask-V	1	4	4	1	0	0	0	0	V
caste-N	3	5	4	1	421	368	423	0	N
casting-N	4	7	6	2	0	0	0	0	N
casting-V	4	7	6	2	0	0	0	0	V
castle-N	7	6	4	2	415	0	0	0	N
castle-V	7	6	4	1	415	0	0	0	V
cast-N	45	4	4	1	495	502	483	0	N
castor-N	2	6	5	2	365	535	429	453	N
cast-V	45	4	4	1	495	502	483	0	V
casual-J	22	6	7	2	0	0	0	0	J
casual-N	22	6	5	2	0	0	0	0	N
casualty-N	3	8	9	3	503	0	0	0	N
catalogue-N	8	9	7	3	0	0	0	0	N
catalogue-V	8	9	7	3	0	0	0	0	V
catalytic-J	2	9	9	4	0	0	0	0	J
catcher-N	17	7	5	2	0	0	0	0	N
catching-J	9	8	6	2	0	0	0	0	J
catching-N	9	8	6	2	0	0	0	0	N
catching-V	9	8	6	2	0	0	0	0	V
catch-J	43	5	3	1	0	0	0	0	J
catch-N	43	5	4	1	0	0	0	0	N
catch-V	43	5	4	1	0	0	0	0	V
catchy-J	1	6	5	2	0	0	0	0	J
catechism-N	2	9	9	4	0	0	0	0	N
catechize-V	1	9	7	3	0	0	0	0	V
categorize-V	1	10	9	4	0	0	0	0	V
category-N	23	8	8	4	0	0	0	0	N
cater-A	4	5	5	2	0	0	0	0	A
cater-N	4	5	5	2	0	0	0	0	N
cater-V	4	5	4	2	0	0	0	0	V
catfish-N	2	7	6	2	416	614	544	411	N
catharsis-N	5	9	7	3	0	0	0	0	N
cathedral-J	8	9	8	3	440	553	599	0	J
cathedral-N	8	9	8	3	440	553	599	0	N
catheter-N	3	8	6	3	0	0	0	0	N
cathode-N	10	7	5	2	0	0	0	0	N
catholic-J	84	8	7	3	0	0	0	0	J
catholic-N	84	8	7	3	0	0	0	0	N
catkin-N	2	6	6	2	0	0	0	0	N
catlike-J	1	7	6	2	0	0	0	0	J
cat-N	23	3	3	1	582	615	617	0	N
catsup-N	3	6	6	2	0	0	0	0	N
cattle-J	97	6	4	1	511	600	619	261	J
cattle-N	97	6	4	2	511	600	619	261	N
cat-V	23	3	3	1	582	615	617	0	V
caucasian-J	1	9	8	3	0	0	0	0	J
caucasian-N	1	9	8	3	0	0	0	0	N
caucus-J	2	6	5	2	320	402	366	0	J
caucus-N	2	6	5	2	320	402	366	0	N
caught-V	98	6	3	1	550	340	401	0	V
causal-J	6	6	5	2	0	0	0	0	J
causal-N	6	6	4	2	0	0	0	0	N
causative-J	1	9	7	3	0	0	0	0	J
cause-C	130	5	3	1	557	287	282	408	C
cause-N	130	5	3	1	557	287	282	408	N
cause-V	130	5	3	1	557	287	282	408	V
cauterize-V	1	9	7	3	0	0	0	0	V
caution-N	19	7	5	2	0	0	0	0	N
caution-V	19	7	5	2	0	0	0	0	V
cautious-J	10	8	5	2	515	0	363	0	J
cavalry-J	26	7	6	3	0	0	0	0	J
cavalrymen-N	1	10	10	4	0	0	0	0	N
cavalry-N	26	7	7	3	0	0	0	0	N
caveat-N	1	6	6	3	0	0	0	0	N
caveat-V	1	6	6	2	0	0	0	0	V
cave-J	9	4	3	1	526	592	601	0	J
cave-N	9	4	3	1	526	592	601	0	N
cavern-N	1	6	5	2	400	534	548	433	N
cavernous-J	1	9	7	3	0	0	0	0	J
cavern-V	1	6	5	2	400	534	548	433	V
cave-V	9	4	3	1	526	592	601	0	V
caviar-N	1	6	5	3	0	0	0	0	N
cavity-N	12	6	6	3	0	0	0	0	N
cavort-V	1	6	5	2	0	0	0	0	V
cayenne-N	2	7	4	2	0	0	0	0	N
cease-N	15	5	3	1	0	0	0	0	N
cease-V	15	5	3	1	0	0	0	0	V
cedar-N	1	5	4	2	381	608	516	425	N
cedric-J	3	6	6	2	0	0	0	0	J
cedric-N	3	6	6	2	0	0	0	0	N
ceiling-N	31	7	5	2	531	606	557	0	N
ceil-V	1	4	3	1	0	0	0	0	V
celebrate-V	4	9	8	3	0	0	0	0	V
celebrity-N	3	9	9	4	0	0	0	0	N
celerity-N	1	8	8	4	0	0	0	0	N
celery-N	4	6	6	3	0	0	0	0	N
celestial-J	8	9	9	3	0	0	0	0	J
celestial-N	8	9	9	3	0	0	0	0	N
cellar-J	26	6	5	2	467	572	572	361	J
cellar-N	26	6	4	2	467	572	572	361	N
cellar-V	26	6	5	2	467	572	572	361	V
cellist-N	2	7	7	2	0	0	0	0	N
cell-J	65	4	3	1	520	542	590	0	J
cell-N	65	4	3	1	520	542	590	0	N
cellophane-N	1	10	7	3	0	0	0	0	N
cellular-J	3	8	7	3	0	0	0	0	J
cellulose-J	10	9	8	3	0	0	0	0	J
cellulose-N	10	9	8	3	0	0	0	0	N
cell-V	65	4	3	1	520	542	590	0	V
celtic-J	7	6	6	2	0	0	0	0	J
celtic-N	7	6	6	2	0	0	0	0	N
cement-N	11	6	6	2	516	646	578	0	N
cement-V	11	6	6	2	516	646	578	0	V
cemetery-N	15	8	7	3	0	0	0	0	N
censorial-J	1	9	9	3	0	0	0	0	J
censorship-N	5	10	8	3	0	0	0	0	N
censure-N	3	7	5	2	0	0	0	0	N
censure-V	3	7	5	2	0	0	0	0	V
census-J	11	6	6	2	0	0	0	0	J
census-N	11	6	6	2	0	0	0	0	N
centenary-J	1	9	9	4	0	0	0	0	J
centenary-N	1	9	9	4	0	0	0	0	N
centennial-J	6	10	9	3	468	351	421	0	J
centennial-N	6	10	9	3	468	351	421	0	N
center-N	224	6	5	2	540	371	459	0	N
center-V	224	6	5	2	540	371	459	0	V
centigrade-J	1	10	9	3	0	0	0	0	J
cent-N	158	4	4	1	473	544	518	433	N
centrality-N	4	10	10	4	0	0	0	0	N
central-J	164	7	7	2	0	0	0	0	J
central-N	164	7	7	2	0	0	0	0	N
centre-J	2	6	6	1	0	0	0	0	J
centre-N	2	6	5	2	0	0	0	0	N
centre-V	2	6	5	2	0	0	0	0	V
centric-J	1	7	7	2	0	0	0	0	J
centrifuge-J	2	10	10	3	0	0	0	0	J
centrifuge-N	2	10	10	3	0	0	0	0	N
centrist-N	1	8	8	2	0	0	0	0	N
century-N	207	7	8	3	514	346	395	414	N
ceramic-J	9	7	7	3	0	0	0	0	J
ceramic-N	9	7	7	3	0	0	0	0	N
ceramics-N	3	8	8	3	0	0	0	0	N
cereal-J	17	6	5	2	543	637	576	0	J
cereal-N	17	6	6	2	543	637	576	0	N
cerebellum-N	1	10	9	4	0	0	0	0	N
cerebral-J	8	8	8	3	0	0	0	0	J
cerebral-N	8	8	8	3	0	0	0	0	N
ceremonial-J	3	10	10	4	0	0	0	0	J
ceremonial-N	3	10	10	4	0	0	0	0	N
ceremony-N	18	8	8	4	501	430	523	419	N
ceremony-V	18	8	8	4	501	430	523	419	V
cerise-J	1	6	5	2	0	0	0	0	J
cerise-N	1	6	5	2	0	0	0	0	N
certain-A	313	7	4	2	0	0	0	0	A
certain-J	313	7	4	2	0	0	0	0	J
certain-N	313	7	4	2	0	0	0	0	N
certainty-N	21	9	6	3	0	0	0	0	N
certain-V	313	7	4	2	0	0	0	0	V
certify-V	5	7	6	3	0	0	0	0	V
certiorari-N	2	10	9	5	0	0	0	0	N
cerulean-J	1	8	8	3	0	0	0	0	J
cessation-N	1	9	7	3	0	0	0	0	N
cession-N	1	7	5	2	0	0	0	0	N
chafe-V	1	5	4	1	0	0	0	0	V
chafing-V	2	7	5	2	0	0	0	0	V
chagrin-J	4	7	6	2	0	0	0	0	J
chagrin-N	4	7	6	2	0	0	0	0	N
chagrin-V	4	7	6	2	0	0	0	0	V
chain-J	50	5	3	1	513	595	559	311	J
chain-N	50	5	4	1	513	595	559	311	N
chain-V	50	5	4	1	513	595	559	311	V
chairman-N	67	8	6	2	0	0	0	0	N
chairmen-N	9	8	6	2	0	0	0	0	N
chair-N	66	5	3	1	617	606	610	0	N
chair-V	66	5	3	1	617	606	610	0	V
chaise-N	1	6	3	1	0	0	0	0	N
chalk-J	3	5	3	1	560	634	601	0	J
chalk-N	3	5	4	1	560	634	601	0	N
chalk-V	3	5	4	1	560	634	601	0	V
chalky-J	1	6	5	2	0	0	0	0	J
challenge-J	36	9	6	2	515	308	402	456	J
challenge-N	36	9	7	2	515	308	402	456	N
challenger-N	1	10	8	3	0	0	0	0	N
challenge-V	36	9	7	2	515	308	402	456	V
chamber-N	46	7	6	2	0	0	0	0	N
chamber-V	46	7	6	2	0	0	0	0	V
chamfer-N	2	7	6	2	0	0	0	0	N
chamois-J	1	7	5	2	276	488	464	0	J
chamois-N	1	7	5	2	276	488	464	0	N
chamois-V	1	7	5	2	276	488	464	0	V
champagne-J	13	9	6	2	0	0	0	0	J
champagne-N	13	9	6	2	0	0	0	0	N
champion-A	23	8	8	2	507	459	508	361	A
champion-J	23	8	8	2	507	459	508	361	J
champion-N	23	8	8	2	507	459	508	361	N
champion-V	23	8	8	2	507	459	508	361	V
champ-V	1	5	5	1	0	0	0	0	V
chance-A	131	6	4	1	563	254	354	0	A
chance-J	131	6	4	1	563	254	354	0	J
chancellor-N	14	10	8	3	0	0	0	0	N
chancel-N	1	7	7	2	0	0	0	0	N
chance-N	131	6	5	1	563	254	354	0	N
chancery-N	2	8	8	3	0	0	0	0	N
chance-V	131	6	5	1	563	254	354	0	V
chandelier-J	3	10	8	3	0	0	0	0	J
chandelier-N	3	10	7	3	0	0	0	0	N
chandler-N	32	8	7	2	0	0	0	0	N
changeable-J	5	10	8	3	0	0	0	0	J
changeable-N	5	10	7	2	0	0	0	0	N
change-N	240	6	5	1	0	0	0	0	N
change-V	240	6	5	1	0	0	0	0	V
channel-N	16	7	5	2	482	527	508	411	N
channel-V	16	7	5	2	482	527	508	411	V
chanter-N	1	7	6	2	0	0	0	0	N
chant-N	2	5	5	1	0	0	0	0	N
chant-V	2	5	5	1	0	0	0	0	V
chaos-N	17	5	4	2	450	299	464	0	N
chaotic-J	5	7	6	3	439	313	434	0	J
chapel-N	20	6	6	2	471	587	560	361	N
chapel-V	20	6	4	2	471	587	560	361	V
chaperon-N	1	8	7	3	0	0	0	0	N
chaperon-V	1	8	7	3	0	0	0	0	V
chaplain-N	5	8	7	2	0	0	0	0	N
chap-N	5	4	4	1	0	0	0	0	N
chapter-N	74	7	6	2	0	0	0	0	N
chapter-V	74	7	6	2	0	0	0	0	V
chap-V	5	4	4	1	0	0	0	0	V
character-J	118	9	8	3	551	365	372	464	J
character-N	118	9	7	3	551	365	372	464	N
character-V	118	9	8	3	551	365	372	464	V
charcoal-N	14	8	6	2	0	0	0	0	N
charcoal-V	14	8	5	2	0	0	0	0	V
chargeable-J	1	10	7	3	0	0	0	0	J
charge-N	122	6	4	1	0	0	0	0	N
charge-V	122	6	4	1	0	0	0	0	V
chariot-N	3	7	7	2	0	0	0	0	N
chariot-V	3	7	5	2	0	0	0	0	V
charitable-J	5	10	9	4	0	0	0	0	J
charity-N	8	7	7	3	518	373	445	433	N
charlotte-N	13	9	5	2	0	0	0	0	N
charmer-N	1	7	5	2	0	0	0	0	N
charming-J	24	8	5	2	514	386	461	0	J
charming-V	24	8	5	2	514	386	461	0	V
charm-N	26	5	4	1	514	352	455	456	N
charm-V	26	5	4	1	514	352	455	456	V
char-N	1	4	3	1	0	0	0	0	N
charter-N	33	7	5	2	402	466	406	0	N
charter-V	33	7	5	2	402	466	406	0	V
chart-N	22	5	4	1	533	532	531	0	N
chart-V	22	5	3	1	533	532	531	0	V
char-V	1	4	3	1	0	0	0	0	V
chase-N	18	5	4	1	0	0	0	0	N
chase-V	18	5	4	1	0	0	0	0	V
chasing-J	3	7	5	2	0	0	0	0	J
chasing-V	3	7	5	2	0	0	0	0	V
chasm-N	2	5	5	2	270	479	456	0	N
chassis-N	1	7	4	2	327	561	386	589	N
chastity-N	2	8	8	3	0	0	0	0	N
chateau-N	3	7	4	2	0	0	0	0	N
chat-N	5	4	4	1	0	0	0	0	N
chatter-N	7	7	5	2	0	0	0	0	N
chatter-V	7	7	5	2	0	0	0	0	V
chatty-J	1	6	5	2	0	0	0	0	J
chatty-N	1	6	4	2	0	0	0	0	N
chat-V	5	4	3	1	0	0	0	0	V
chauffeur-N	4	9	4	2	0	0	0	0	N
chaw-V	1	4	3	1	0	0	0	0	V
cheap-A	24	5	3	1	0	0	0	0	A
cheap-J	24	5	4	1	0	0	0	0	J
cheap-N	24	5	3	1	0	0	0	0	N
cheap-V	24	5	3	1	0	0	0	0	V
cheat-N	3	5	4	1	549	329	457	0	N
cheat-V	3	5	4	1	549	329	457	0	V
check-J	88	5	3	1	0	0	0	0	J
check-N	88	5	4	1	0	0	0	0	N
check-V	88	5	4	1	0	0	0	0	V
cheekbone-N	1	9	7	2	0	0	0	0	N
cheek-N	20	5	4	1	533	565	561	267	N
cheek-V	20	5	4	1	533	565	561	267	V
cheered-J	2	7	3	2	479	0	424	0	J
cheered-V	2	7	3	2	479	0	424	0	V
cheerful-J	10	8	5	2	537	362	475	0	J
cheer-N	8	5	3	1	0	0	0	0	N
cheer-V	8	5	3	1	0	0	0	0	V
cheery-J	3	6	5	2	417	0	449	0	J
cheese-N	9	6	3	1	588	624	592	211	N
cheese-V	9	6	3	1	588	624	592	211	V
cheetah-N	1	7	5	2	0	0	0	0	N
chef-N	9	4	3	1	0	0	0	0	N
chemical-J	60	8	7	3	0	0	0	0	J
chemical-N	60	8	6	3	0	0	0	0	N
chemise-N	1	7	5	2	0	0	0	0	N
chemistry-N	16	9	8	3	533	374	458	0	N
cherish-V	5	7	6	2	0	0	0	0	V
cherry-J	6	6	4	2	514	611	582	317	J
cherry-N	6	6	5	2	514	611	582	317	N
cherry-V	6	6	4	2	514	611	582	317	V
cherubim-N	1	8	8	3	0	0	0	0	N
chess-N	3	5	4	1	0	0	0	0	N
chest-N	53	5	5	1	543	580	556	0	N
chestnut-J	5	8	6	2	523	600	602	0	J
chestnut-N	5	8	7	2	523	600	602	0	N
chest-V	53	5	4	1	543	580	556	0	V
chevalier-N	1	9	6	3	0	0	0	0	N
chevy-N	1	5	5	2	0	0	0	0	N
chevy-V	1	5	5	2	0	0	0	0	V
chew-N	2	4	2	1	570	442	527	0	N
chew-V	2	4	2	1	570	442	527	0	V
chicanery-N	1	9	8	4	0	0	0	0	N
chic-J	7	4	3	1	440	454	437	0	J
chicken-N	37	7	6	2	544	614	619	250	N
chick-N	3	5	4	1	0	0	0	0	N
chick-V	3	5	3	1	0	0	0	0	V
chic-N	7	4	3	1	440	454	437	0	N
chide-V	2	5	4	1	0	0	0	0	V
chief-A	119	5	3	1	482	503	545	0	A
chief-J	119	5	4	1	482	503	545	0	J
chiefly-A	22	7	5	2	0	0	0	0	A
chief-N	119	5	4	1	482	503	545	0	N
chieftain-N	4	9	7	2	0	0	0	0	N
childbirth-N	3	10	8	2	0	0	0	0	N
childhood-J	50	9	7	2	515	335	489	372	J
childhood-N	50	9	8	2	515	335	489	372	N
childish-J	11	8	7	2	539	0	417	0	J
childlike-A	4	9	7	2	0	0	0	0	A
childlike-J	4	9	8	2	0	0	0	0	J
child-N	213	5	5	1	585	581	619	0	N
children-N	355	8	8	2	608	582	597	0	N
child-V	213	5	4	1	585	581	619	0	V
chill-J	14	5	4	1	0	0	0	0	J
chill-N	14	5	4	1	0	0	0	0	N
chill-V	14	5	4	1	0	0	0	0	V
chilly-J	5	6	5	2	536	379	460	0	J
chilly-N	5	6	5	2	536	379	460	0	N
chimney-J	7	7	5	2	479	0	0	0	J
chimney-N	7	7	6	2	479	0	0	0	N
chimney-V	7	7	5	2	479	0	0	0	V
china-J	69	5	4	2	507	578	597	0	J
chinaman-N	1	8	8	3	0	0	0	0	N
china-N	69	5	5	2	507	578	597	0	N
chinese-J	56	7	6	2	0	0	0	0	J
chinese-N	56	7	6	2	0	0	0	0	N
chin-N	27	4	4	1	545	592	608	0	N
chin-V	27	4	3	1	545	592	608	0	V
chip-N	17	4	4	1	0	0	0	0	N
chipping-V	6	8	5	2	0	0	0	0	V
chip-V	17	4	4	1	0	0	0	0	V
chisel-J	4	6	4	2	469	597	567	0	J
chisel-N	4	6	5	2	469	597	567	0	N
chisel-V	4	6	5	2	469	597	567	0	V
chivalrous-J	2	10	8	3	0	0	0	0	J
chivalry-N	2	8	7	3	0	0	0	0	N
chive-N	1	5	4	1	0	0	0	0	N
chloride-N	5	8	6	2	391	547	435	0	N
chlorine-J	33	8	6	2	433	591	480	586	J
chlorine-N	33	8	6	2	433	591	480	586	N
chocolate-J	9	9	7	3	560	576	611	0	J
chocolate-N	9	9	8	3	560	576	611	0	N
choice-J	113	6	4	1	0	0	0	0	J
choice-N	113	6	4	1	0	0	0	0	N
choir-N	8	5	4	2	526	567	567	0	N
