ITEM   	 BF_TP 	 LEN_L 	   N   	
bottleneck	  31.78	  10	   0	
bottling	 283.29	   8	   1	
bough	  31.50	   5	   4	
boughs	  37.20	   6	   3	
bouillon	  45.43	   8	   0	
boule	  38.75	   5	   1	
boulevards	  20.89	  10	   0	
bounciness	  52.78	  10	   0	
boundaries	  76.33	  10	   0	
boundary	  51.86	   8	   0	
bounds	  47.00	   6	   6	
bourn	  33.25	   5	   1	
bout	  21.00	   4	   8	
bouts	  61.75	   5	   5	
bove	  20.00	   4	  11	
bow	  10.00	   3	  18	
bowery	  54.00	   6	   1	
bowl	  17.33	   4	   7	
bowls	  41.25	   5	   4	
bows	  20.33	   4	  11	
box	   6.50	   3	  11	
boy	   7.00	   3	  14	
boys	  17.00	   4	   9	
bra	   1.50	   3	   3	
bracero	  99.50	   7	   0	
brach	  53.25	   5	   3	
brae	  12.67	   4	   6	
brahm	  29.50	   5	   0	
braid	  42.25	   5	   2	
braids	  54.00	   6	   2	
brain	  42.00	   5	   5	
brainpower	  25.89	  10	   0	
brains	  98.60	   6	   5	
brake	  38.50	   5	   4	
brakes	 134.00	   6	   3	
bran	  19.00	   4	   7	
branch	  58.20	   6	   1	
brand	  46.75	   5	   3	
brands	  61.20	   6	   3	
brank	  47.50	   5	   7	
bras	  15.33	   4	   7	
brass	  44.25	   5	   3	
brasserie	  35.13	   9	   0	
brat	  20.00	   4	   8	
brats	  69.50	   5	   3	
bravado	  44.00	   7	   0	
bravery	 109.33	   7	   1	
braves	 121.20	   6	   6	
brawl	  34.50	   5	   4	
brawls	  52.80	   6	   1	
brawn	  36.00	   5	   5	
brazier	 111.50	   7	   0	
brazilians	  31.89	  10	   0	
breach	  48.80	   6	   5	
bread	  35.50	   5	   6	
breads	  52.80	   6	   5	
breadth	  45.33	   7	   0	
breakwater	  62.56	  10	   0	
breast	  53.80	   6	   0	
breasts	  78.00	   7	   0	
breath	  48.20	   6	   2	
breaths	  54.50	   7	   2	
bree	  10.33	   4	   4	
breech	  45.40	   6	   1	
breed	  77.25	   5	   5	
breeds	  49.40	   6	   3	
breeze	  36.00	   6	   2	
brevity	  54.67	   7	   0	
brew	  13.00	   4	   6	
breweries	 121.00	   9	   0	
brewery	  98.00	   7	   1	
brews	  26.75	   5	   2	
bribery	  98.17	   7	   0	
bribes	 104.20	   6	   3	
brick	  43.50	   5	   5	
bricklayer	  25.78	  10	   0	
bricks	  53.60	   6	   1	
bride	  36.75	   5	   3	
brides	 126.60	   6	   2	
bridge	  45.40	   6	   2	
brie	   9.00	   4	   1	
briefcases	  56.11	  10	   0	
briefs	  35.80	   6	   1	
brig	  10.00	   4	   3	
brigadier	  56.88	   9	   0	
brim	  12.00	   4	   3	
brin	  16.33	   4	   3	
brine	  52.75	   5	   6	
brink	  52.25	   5	   7	
brinks	  58.20	   6	   4	
brit	  15.67	   4	   5	
brite	  44.25	   5	   6	
brits	  67.25	   5	   3	
bro	   1.50	   3	   4	
broach	  42.40	   6	   2	
broccoli	  34.57	   8	   0	
brokerage	  54.75	   9	   0	
bronc	  34.75	   5	   0	
bronchitis	  27.33	  10	   0	
bronze	  35.40	   6	   0	
brooch	  44.80	   6	   1	
brood	  35.50	   5	   4	
brook	  35.25	   5	   3	
broom	  36.25	   5	   4	
brooms	  43.20	   6	   4	
broth	  41.00	   5	   2	
broths	  45.40	   6	   1	
brouhaha	  32.86	   8	   0	
brow	  13.33	   4	   5	
browns	  49.40	   6	   3	
brows	  37.00	   5	   5	
bruise	  43.00	   6	   1	
brunch	  38.60	   6	   2	
brunt	  34.50	   5	   2	
brut	   8.33	   4	   2	
brute	  29.25	   5	   0	
buccaneer	  44.13	   9	   0	
buccaneers	  33.67	  10	   0	
buck	  27.00	   4	  13	
bucks	  43.50	   5	   6	
buddhism	  38.00	   8	   0	
buds	  17.33	   4	   7	
buff	  13.33	   4	   6	
buffalos	  16.57	   8	   0	
buffs	  14.50	   5	   3	
bug	   8.50	   3	  19	
bugaboo	  23.17	   7	   0	
bugs	  21.67	   4	  12	
bulb	  15.67	   4	   2	
bulbs	  22.50	   5	   1	
bulge	  27.00	   5	   2	
bulk	  18.67	   4	   7	
bull	  30.67	   4	  15	
bulldozer	  34.50	   9	   1	
bulldozers	  32.33	  10	   0	
bulletin	  40.71	   8	   0	
bulletins	 165.38	   9	   0	
bulls	  51.00	   5	   9	
bum	   6.50	   3	  11	
bump	  18.67	   4	   8	
bumps	  35.25	   5	   7	
bums	  19.67	   4	   9	
bun	   8.00	   3	  17	
bunch	  37.75	   5	   6	
bund	  25.33	   4	   8	
bung	  27.00	   4	  10	
bungalow	  26.43	   8	   0	
bungalows	  22.25	   9	   0	
bunk	  25.33	   4	  10	
bunks	  43.00	   5	   4	
buns	  29.67	   4	  14	
buoyancy	  23.43	   8	   0	
bureaucrat	  16.56	  10	   0	
burg	  18.00	   4	   6	
burglaries	  74.89	  10	   0	
burglary	  47.14	   8	   1	
burial	  62.20	   6	   0	
burials	  58.50	   7	   0	
burian	  51.00	   6	   1	
burr	  18.33	   4	   5	
burrito	  65.50	   7	   0	
burritos	  36.71	   8	   0	
burrower	  56.43	   8	   2	
burse	  36.25	   5	   5	
bursts	  67.20	   6	   0	
bus	   4.50	   3	   7	
bush	  25.00	   4	   9	
businesses	  62.78	  10	   0	
buss	  23.00	   4	  13	
busts	  58.25	   5	   5	
butchery	  74.00	   8	   1	
buts	  27.67	   4	  16	
butt	  14.33	   4	   2	
butterball	  27.67	  10	   0	
buttercup	  45.38	   9	   0	
buttercups	  26.00	  10	   0	
butterfat	  46.38	   9	   0	
butterfly	  70.75	   9	   0	
buttermilk	  30.00	  10	   0	
buttery	 114.83	   7	   1	
buttonhole	  30.11	  10	   0	
buttresses	  66.56	  10	   1	
butts	  49.25	   5	   2	
bypasses	  86.00	   8	   1	
byproduct	  16.00	   9	   0	
byproducts	  25.56	  10	   0	
bystander	  54.88	   9	   0	
bystanders	  42.33	  10	   0	
byte	   9.33	   4	   2	
bytes	  70.25	   5	   2	
cab	   6.50	   3	  13	
cabana	  36.20	   6	   0	
cabanas	  36.33	   7	   0	
cabaret	  52.50	   7	   0	
cabarets	  62.29	   8	   0	
cabbages	  95.71	   8	   0	
cabdriver	  38.63	   9	   0	
cabdrivers	  38.00	  10	   0	
cabernet	  58.29	   8	   0	
cabernets	  64.88	   9	   0	
cabinet	  55.17	   7	   0	
cabinets	  75.00	   8	   0	
cablegram	  19.38	   9	   0	
caboodle	  34.14	   8	   0	
cabooses	  95.71	   8	   0	
cabs	  18.67	   4	  10	
cache	  22.50	   5	   0	
cad	   9.50	   3	  19	
cadaver	  85.00	   7	   0	
cadavers	  77.43	   8	   0	
cadences	 109.71	   8	   0	
cadillac	  35.29	   8	   0	
cadmium	  37.00	   7	   0	
cads	  19.67	   4	  10	
caesarean	  32.88	   9	   0	
caesareans	  27.22	  10	   0	
cage	  18.00	   4	  13	
cairn	  33.00	   5	   0	
cairns	  47.80	   6	   0	
cake	  19.33	   4	  18	
cakes	  83.50	   5	  15	
cal	   5.00	   3	  11	
calamine	 159.86	   8	   0	
calcium	  43.50	   7	   0	
calculus	  35.43	   8	   0	
caldera	  95.00	   7	   0	
calendar	  47.71	   8	   0	
calendars	  67.38	   9	   0	
calf	  22.33	   4	   3	
caliber	  95.83	   7	   0	
calico	  54.20	   6	   0	
calipers	  91.29	   8	   0	
calles	 150.00	   6	   5	
calls	  58.25	   5	   6	
calorie	  41.17	   7	   0	
calories	 136.86	   8	   0	
calves	 121.60	   6	   3	
calypso	  33.00	   7	   0	
calypsos	  21.86	   8	   0	
camcorder	  45.75	   9	   0	
camcorders	  38.44	  10	   0	
cameo	  25.75	   5	   1	
cameos	  35.60	   6	   1	
camera	  57.80	   6	   0	
cameras	  48.50	   7	   0	
camouflage	  17.56	  10	   0	
camp	  21.00	   4	   6	
campaigner	  34.33	  10	   1	
campfire	  37.43	   8	   0	
campfires	  75.50	   9	   0	
camps	  37.50	   5	   2	
campuses	 103.43	   8	   0	
canaanite	  68.13	   9	   0	
canaries	 142.14	   8	   0	
canary	  62.60	   6	   1	
canasta	  49.00	   7	   0	
candida	  68.50	   7	   0	
candidate	  60.75	   9	   0	
candidates	  97.56	  10	   0	
cane	  34.33	   4	  19	
canes	  98.00	   5	  14	
canister	 110.43	   8	   1	
canisters	  79.88	   9	   1	
cannabis	  40.29	   8	   0	
canneries	 126.13	   9	   0	
cannery	 117.67	   7	   1	
cannibal	  53.29	   8	   0	
cannibals	  35.63	   9	   0	
cannister	  80.13	   9	   0	
cannonball	  21.00	  10	   0	
canoeing	 266.43	   8	   0	
canola	  46.80	   6	   0	
canopy	  46.80	   6	   0	
cans	  35.67	   4	  14	
cant	  32.67	   4	   9	
cantaloupe	  24.67	  10	   0	
cantata	  60.67	   7	   0	
cantina	 205.50	   7	   0	
cantonese	  70.25	   9	   0	
canvases	 108.29	   8	   0	
canvasses	  85.13	   9	   1	
cap	   9.50	   3	  19	
capes	  84.00	   5	  11	
capital	  51.00	   7	   0	
capitals	  47.00	   8	   0	
capitan	  41.17	   7	   1	
capitols	  43.86	   8	   1	
cappella	  29.43	   8	   0	
caprices	 105.71	   8	   0	
caps	  22.00	   4	  13	
capsaicin	  22.25	   9	   0	
car	   9.00	   3	  18	
caramel	  73.50	   7	   0	
caravan	  64.33	   7	   0	
caravans	  68.71	   8	   0	
caravel	  70.17	   7	   1	
caraway	  66.00	   7	   1	
carbonate	  65.50	   9	   0	
carcasses	  93.88	   9	   0	
card	  33.67	   4	  12	
cardholder	  30.56	  10	   0	
cardigan	  51.57	   8	   0	
cardinal	  82.57	   8	   0	
cardinals	  59.63	   9	   0	
cards	  50.50	   5	   6	
caregiver	  56.00	   9	   0	
caregivers	  46.00	  10	   0	
caresses	 131.57	   8	   1	
caretaker	  60.25	   9	   0	
caretakers	  52.11	  10	   0	
caribou	  60.67	   7	   0	
carillon	  71.00	   8	   0	
carjacker	  44.88	   9	   0	
carjackers	  39.33	  10	   0	
carjacking	 127.67	  10	   0	
carmaker	  70.57	   8	   0	
carmakers	  73.00	   9	   0	
carn	  34.00	   4	  12	
carnation	 123.63	   9	   0	
carnations	  62.67	  10	   0	
carnauba	  39.86	   8	   0	
carnival	  60.29	   8	   0	
carnivals	  45.63	   9	   0	
carnivore	  48.88	   9	   0	
carnivores	  60.33	  10	   0	
carotene	  71.57	   8	   0	
carousel	  60.71	   8	   0	
carp	  29.67	   4	   7	
carpenters	  61.44	  10	   0	
carpentry	  65.25	   9	   0	
carpeting	 250.75	   9	   0	
carriages	  90.25	   9	   1	
carrier	 151.50	   7	   4	
carriers	 114.29	   8	   2	
carrion	  95.17	   7	   0	
carrozza	  46.57	   8	   0	
cars	  33.00	   4	  15	
cart	  34.00	   4	  14	
carte	  45.25	   5	   3	
cartilage	  58.25	   9	   0	
cartoonist	  42.22	  10	   0	
cartridges	  67.56	  10	   1	
carts	  68.25	   5	   7	
case	  26.00	   4	  14	
caseloads	  36.38	   9	   0	
caseworker	  26.56	  10	   0	
cash	  28.00	   4	  12	
casino	  88.20	   6	   1	
casinos	  47.50	   7	   1	
cask	  24.00	   4	   6	
casks	  47.00	   5	   4	
casserole	  62.50	   9	   0	
castaway	  46.57	   8	   0	
castaways	  36.50	   9	   0	
caste	  41.50	   5	   6	
castration	 149.22	  10	   0	
casuals	  52.33	   7	   0	
cat	  10.50	   3	  22	
catacomb	  37.57	   8	   0	
catacombs	  25.50	   9	   0	
catalog	  43.17	   7	   0	
catalogs	  49.00	   8	   0	
catalogue	  30.88	   9	   0	
catalogues	  54.67	  10	   1	
catalyst	  49.43	   8	   0	
catalysts	  44.38	   9	   0	
catamount	  42.75	   9	   0	
catapult	  31.29	   8	   0	
catapults	  40.13	   9	   0	
cataract	  53.57	   8	   0	
cataracts	  53.13	   9	   0	
cate	  25.67	   4	  21	
caterer	 121.67	   7	   1	
caterers	 117.86	   8	   0	
catering	 305.86	   8	   2	
catharsis	  34.25	   9	   0	
cathedral	  37.50	   9	   0	
cathedrals	  24.89	  10	   0	
catheter	  94.43	   8	   0	
catheters	  71.75	   9	   0	
cats	  31.67	   4	  15	
cattlemen	  32.63	   9	   0	
caucasian	  41.75	   9	   0	
caucasians	  29.78	  10	   0	
caucuses	  99.57	   8	   0	
causation	 110.25	   9	   0	
cause	  36.75	   5	   1	
cavalcade	  27.13	   9	   0	
cavalier	  98.43	   8	   0	
cavaliers	  66.00	   9	   0	
cavalry	  43.17	   7	   0	
cave	  19.00	   4	  16	
caveat	  39.60	   6	   0	
caveats	  70.67	   7	   0	
caves	  89.25	   5	  12	
caviar	  41.20	   6	   0	
cavities	 151.00	   8	   0	
cavity	  53.00	   6	   0	
ceasefire	  33.25	   9	   0	
celadon	  35.67	   7	   0	
celebrant	  51.63	   9	   0	
celebre	  28.33	   7	   0	
celery	  51.80	   6	   0	
celesta	  25.33	   7	   0	
cell	  24.67	   4	  10	
cellophane	  24.78	  10	   0	
cells	  46.00	   5	   9	
celluloid	  30.00	   9	   0	
cellulose	  34.75	   9	   0	
celt	  16.33	   4	   9	
celts	  47.50	   5	   8	
censorship	  27.67	  10	   0	
cent	  18.00	   4	  11	
centavos	  26.71	   8	   0	
centigram	  32.13	   9	   0	
centrifuge	  26.89	  10	   0	
cents	  47.75	   5	   6	
centuries	 108.25	   9	   0	
century	  54.33	   7	   0	
ceramics	  43.29	   8	   0	
cereal	  45.60	   6	   0	
cereals	  49.83	   7	   0	
certainty	  58.00	   9	   1	
certitude	  50.13	   9	   0	
cesium	  21.40	   6	   0	
cessation	 113.00	   9	   0	
cha	   1.00	   3	   2	
chaff	  26.25	   5	   0	
chai	   8.67	   4	   3	
chain	  33.75	   5	   1	
chains	  90.00	   6	   1	
chair	  29.75	   5	   2	
chairs	  58.20	   6	   2	
chairwoman	  15.56	  10	   0	
chaise	  51.00	   6	   0	
chalk	  29.50	   5	   0	
chalks	  42.60	   6	   1	
challenger	  42.44	  10	   2	
challenges	  68.22	  10	   2	
cham	  14.33	   4	   8	
champ	  31.25	   5	   5	
champion	  62.43	   8	   0	
champions	  49.38	   9	   0	
champs	  38.60	   6	   3	
chance	  49.40	   6	   2	
chancellor	  26.78	  10	   0	
chancery	  75.29	   8	   0	
chandelier	  53.22	  10	   0	
changeover	  31.00	  10	   0	
chant	  42.00	   5	   1	
chap	  13.00	   4	   6	
chaperone	  60.75	   9	   0	
chaperones	  74.67	  10	   0	
chaps	  41.00	   5	   5	
character	  79.50	   9	   0	
characters	  56.22	  10	   0	
chard	  40.50	   5	   4	
chardonnay	  19.78	  10	   0	
charge	  48.00	   6	   1	
chariot	  67.50	   7	   0	
chariots	  69.00	   8	   0	
charisma	  42.29	   8	   0	
charities	 130.38	   9	   0	
charity	  77.50	   7	   1	
charlatan	  46.75	   9	   0	
charlatans	  57.89	  10	   0	
charm	  38.75	   5	   4	
charms	  44.20	   6	   2	
chart	  42.00	   5	   4	
charts	  71.00	   6	   2	
charwoman	  25.75	   9	   0	
chase	  44.25	   5	   4	
chasse	  44.20	   6	   2	
chastity	 100.14	   8	   0	
chat	  16.00	   4	   6	
chats	  61.25	   5	   4	
chauvinist	  37.78	  10	   1	
chaw	  10.33	   4	   7	
checks	  41.60	   6	   2	
cheek	  29.50	   5	   3	
cheeks	  41.80	   6	   4	
cheerios	  79.86	   8	   0	
cheese	  48.00	   6	   0	
chef	   9.33	   4	   1	
chefs	  22.75	   5	   2	
chem	  10.00	   4	   4	
chemicals	  35.25	   9	   0	
chemistry	  37.25	   9	   0	
cherokee	  40.57	   8	   0	
cherokees	  68.50	   9	   0	
chess	  28.50	   5	   4	
chest	  32.00	   5	   3	
chests	  57.00	   6	   2	
chevalier	  68.88	   9	   0	
chevrolet	  26.88	   9	   0	
chevrolets	  30.67	  10	   0	
chianti	  33.67	   7	   0	
chicagoan	  23.13	   9	   0	
chicano	  37.67	   7	   0	
chicanos	  31.86	   8	   0	
chick	  39.00	   5	   6	
chicks	  45.80	   6	   3	
chief	  31.25	   5	   1	
chiefs	  28.00	   6	   0	
child	  36.25	   5	   1	
chill	  40.00	   5	   1	
chills	  55.00	   6	   2	
chimes	 105.80	   6	   5	
chimp	  30.00	   5	   4	
chimpanzee	  22.56	  10	   0	
chimps	  35.60	   6	   3	
chin	  16.33	   4	   6	
chinchilla	  23.33	  10	   0	
chink	  47.75	   5	   7	
chinks	  50.40	   6	   3	
chip	  13.33	   4	   8	
chips	  41.00	   5	   7	
chit	  15.67	   4	   6	
chits	  62.75	   5	   4	
chivalry	  35.86	   8	   0	
chives	 107.20	   6	   1	
chloroform	  21.22	  10	   0	
choice	  40.80	   6	   0	
choirs	  54.40	   6	   1	
chok	  11.00	   4	   3	
cholera	  89.83	   7	   0	
chon	  11.67	   4	   3	
chop	  12.67	   4	   5	
chops	  39.75	   5	   5	
chord	  31.75	   5	   2	
chords	  47.00	   6	   2	
chore	  36.75	   5	   5	
chores	 115.20	   6	   6	
choruses	 100.43	   8	   1	
chow	  12.67	   4	   4	
chrome	  33.80	   6	   0	
chromium	  32.71	   8	   0	
chromosome	  18.44	  10	   0	
chronicle	  35.25	   9	   0	
chronicler	  35.11	  10	   2	
chronicles	  60.89	  10	   2	
chrysalis	  20.13	   9	   0	
chum	  10.33	   4	   2	
chump	  23.25	   5	   5	
chums	  28.75	   5	   1	
chun	   8.67	   4	   5	
chunk	  30.25	   5	   3	
chunks	  38.40	   6	   2	
church	  30.40	   6	   0	
churchgoer	  20.89	  10	   0	
churns	  36.20	   6	   0	
chute	  27.75	   5	   0	
chutes	 125.80	   6	   0	
cia	   0.50	   3	   1	
cicada	  17.40	   6	   0	
cicadas	  20.50	   7	   0	
cicerone	  55.71	   8	   0	
cigarette	  36.00	   9	   0	
cigarettes	  74.22	  10	   0	
cilantro	  33.29	   8	   0	
cinch	  40.75	   5	   4	
cinema	  26.00	   6	   0	
cinemas	  31.17	   7	   0	
cinnamon	  32.29	   8	   0	
cinque	  25.00	   6	   0	
circuitry	  27.63	   9	   0	
circulars	  47.38	   9	   0	
circuses	  91.43	   8	   0	
cirque	  15.00	   6	   0	
cirrhosis	  19.38	   9	   0	
citadel	  37.67	   7	   0	
citation	  88.57	   8	   0	
citations	  57.38	   9	   0	
citizen	  28.83	   7	   0	
citizens	  41.57	   8	   0	
civilians	  42.25	   9	   0	
clam	  17.33	   4	   7	
clamps	  39.20	   6	   4	
clams	  41.75	   5	   6	
clan	  18.00	   4	   7	
clang	  46.50	   5	   5	
clank	  44.25	   5	   9	
clans	  53.25	   5	   7	
clarinet	  76.71	   8	   0	
clarion	  82.33	   7	   0	
clarity	  81.67	   7	   2	
clash	  42.00	   5	   5	
clasp	  36.50	   5	   3	
class	  41.00	   5	   8	
classicist	  34.00	  10	   1	
clause	  40.00	   6	   0	
clavichord	  29.44	  10	   0	
clavicle	  45.86	   8	   0	
claw	  13.33	   4	   6	
claws	  33.75	   5	   5	
clay	  15.67	   4	   7	
clays	  30.00	   5	   6	
clearances	  65.44	  10	   0	
cleat	  32.00	   5	   6	
cleats	  65.40	   6	   5	
clef	  10.00	   4	   1	
cleft	  21.50	   5	   1	
clemency	  47.86	   8	   0	
clergyman	  26.63	   9	   1	
clergymen	  28.38	   9	   1	
clerk	  26.25	   5	   0	
clerks	  36.20	   6	   0	
cleverness	  50.89	  10	   0	
clicks	  43.00	   6	   3	
clientele	  50.13	   9	   0	
cliffs	  24.20	   6	   0	
climes	 103.00	   6	   3	
clinch	  45.00	   6	   2	
clinician	  37.88	   9	   0	
clinicians	  36.11	  10	   0	
clink	  45.25	   5	   7	
clip	  11.33	   4	   5	
clips	  38.50	   5	   5	
clique	  25.40	   6	   0	
cliques	 103.83	   7	   0	
clitoris	  37.29	   8	   0	
cloak	  29.50	   5	   2	
clock	  38.75	   5	   7	
clocks	  43.20	   6	   5	
clog	  13.67	   4	   4	
clogs	  33.00	   5	   2	
clone	  40.25	   5	   4	
clones	 109.80	   6	   2	
clot	  18.00	   4	   6	
cloth	  39.75	   5	   2	
clothes	 139.00	   7	   2	
cloths	  37.40	   6	   1	
clots	  63.00	   5	   6	
cloud	  30.50	   5	   2	
cloudiness	  44.44	  10	   0	
clouds	  39.20	   6	   1	
clout	  33.25	   5	   2	
cloverleaf	  27.00	  10	   0	
cloves	 106.60	   6	   4	
clown	  34.75	   5	   3	
clowns	  41.40	   6	   1	
cloy	  12.33	   4	   5	
club	  11.33	   4	   2	
clubhouses	  49.56	  10	   0	
clubs	  27.00	   5	   1	
cluck	  33.50	   5	   6	
clue	  11.33	   4	   4	
clues	  77.25	   5	   3	
clump	  27.75	   5	   4	
clumps	  27.40	   6	   1	
clumsiness	  44.89	  10	   0	
clunk	  34.75	   5	   6	
clutch	  28.20	   6	   1	
coach	  47.00	   5	   4	
coal	  27.67	   4	   6	
coals	  51.00	   5	   5	
coast	  41.50	   5	   3	
coasts	  69.60	   6	   3	
coat	  28.33	   4	   9	
coats	  63.25	   5	   7	
coauthor	  44.57	   8	   0	
coauthors	  67.88	   9	   0	
cock	  31.33	   4	  11	
cockatoo	  56.86	   8	   0	
cockatoos	  63.25	   9	   0	
cockiness	  96.88	   9	   0	
cocks	  50.50	   5	   9	
coconut	  46.67	   7	   0	
coconuts	  68.00	   8	   0	
cod	  11.00	   3	  22	
code	  24.33	   4	  11	
codes	  85.50	   5	  10	
coelacanth	  54.33	  10	   0	
coenzyme	  37.86	   8	   0	
coercion	  79.00	   8	   0	
cofounder	  66.38	   9	   0	
cog	  10.50	   3	  19	
cognition	 121.63	   9	   0	
cognizance	  53.89	  10	   0	
coherence	  88.13	   9	   0	
cohesion	  78.00	   8	   0	
coil	  21.67	   4	   7	
coils	  50.25	   5	   6	
coin	  23.00	   4	   5	
coins	  53.75	   5	   6	
coit	  22.33	   4	   7	
coke	  22.00	   4	  12	
cokes	  83.00	   5	   9	
colander	  96.57	   8	   0	
colanders	  90.25	   9	   0	
colds	  42.75	   5	   4	
coleus	  43.20	   6	   0	
collagen	  75.86	   8	   1	
collages	 131.71	   8	   1	
collapses	 105.25	   9	   1	
collarbone	  55.67	  10	   0	
collection	 149.00	  10	   0	
collector	  70.00	   9	   0	
collectors	  80.67	  10	   0	
colleges	 125.86	   8	   1	
collegian	  65.50	   9	   0	
collision	 112.75	   9	   1	
collisions	  79.00	  10	   0	
colloquy	  56.14	   8	   0	
collusion	 104.13	   9	   1	
colonies	 141.71	   8	   0	
colonist	  89.14	   8	   0	
colonists	  69.88	   9	   0	
colony	  47.40	   6	   0	
colorblind	 111.56	  10	   0	
coloreds	  67.57	   8	   0	
colorfast	  59.25	   9	   0	
coloring	 307.57	   8	   0	
colossus	  56.29	   8	   0	
colts	  61.50	   5	   7	
columnist	  74.13	   9	   0	
columnists	  57.44	  10	   0	
com	   8.00	   3	  17	
comanche	  55.29	   8	   0	
comanches	  99.13	   9	   0	
combatant	  89.88	   9	   0	
combatants	  75.89	  10	   0	
combes	 107.20	   6	   1	
combs	  30.25	   5	   5	
combustion	 138.22	  10	   0	
comedies	 141.43	   8	   0	
comedy	  38.80	   6	   1	
comforter	  97.38	   9	   1	
comforters	  71.89	  10	   0	
commandant	  65.22	  10	   0	
commander	  83.63	   9	   1	
commanders	  70.22	  10	   0	
commando	  54.00	   8	   1	
commandos	  61.88	   9	   0	
commissar	  63.50	   9	   0	
commissars	  68.33	  10	   1	
commission	 111.44	  10	   0	
commitment	  76.56	  10	   0	
committal	  70.50	   9	   0	
committee	  91.38	   9	   1	
committees	  87.11	  10	   0	
commodore	  65.00	   9	   0	
commoner	  91.29	   8	   0	
commoners	 102.88	   9	   0	
commotion	 128.25	   9	   0	
communion	 100.25	   9	   0	
communists	  62.33	  10	   0	
commuter	 102.57	   8	   2	
commuters	  90.25	   9	   1	
comp	  23.00	   4	   7	
compactor	  67.00	   9	   0	
compagnie	  51.75	   9	   0	
companies	 125.75	   9	   0	
companion	 108.00	   9	   0	
companions	  80.78	  10	   0	
company	  61.00	   7	   0	
compassion	 111.22	  10	   0	
competence	  79.22	  10	   0	
compiler	  97.86	   8	   1	
complainer	  71.78	  10	   1	
complement	  82.00	  10	   1	
completion	 146.44	  10	   1	
complexes	  92.75	   9	   1	
complexion	  99.44	  10	   1	
compliance	  77.78	  10	   0	
complicit	  61.38	   9	   0	
compliment	  81.67	  10	   1	
component	  98.00	   9	   0	
components	  81.33	  10	   0	
composer	  89.14	   8	   2	
composers	  92.13	   9	   0	
composites	 109.33	  10	   0	
composure	  61.75	   9	   0	
compressor	  60.22	  10	   0	
compulsion	 106.44	  10	   0	
computer	 105.86	   8	   2	
computers	  91.75	   9	   1	
computing	 260.38	   9	   2	
coms	  24.00	   4	  11	
con	  10.00	   3	  19	
conception	 147.22	  10	   0	
concerto	  75.43	   8	   1	
concertos	  82.88	   9	   0	
concession	 126.22	  10	   2	
conch	  45.25	   5	   3	
concierge	  67.88	   9	   0	
conclusion	 110.00	  10	   0	
concoction	 151.56	  10	   0	
concubine	 149.75	   9	   0	
concubines	  96.44	  10	   0	
concussion	 118.33	  10	   1	
condenser	  96.88	   9	   1	
condiment	  92.63	   9	   0	
condiments	  86.44	  10	   0	
condition	 142.00	   9	   0	
conditions	  97.22	  10	   0	
condolence	  80.67	  10	   0	
